Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1535
Scope 1/1, Sample 1/9 (JUNK)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
1.4415,418,187.8,24.3,0.0005,,
1.4430,419,187.8,24.3,0.0010,,
1.4455,420,187.9,24.3,0.0020,,
1.4495,422,188.3,24.3,0.0025,,
1.4555,422,188.9,24.3,0.0120,,
1.4640,424,190.1,24.3,0.0055,,
1.4725,424,191.2,24.3,0.0210,,
1.4800,425,192.5,24.3,0.0055,,
1.4885,426,193.5,24.3,0.0060,,
1.4970,428,194.7,24.3,0.0055,,
1.5055,428,195.8,24.3,0.0170,,
1.5140,430,197.0,24.3,0.0055,,
1.5215,430,197.9,24.3,0.0185,,
1.5300,431,198.9,24.3,0.0060,,
1.5385,432,199.8,24.3,0.0060,,
1.5465,434,200.8,24.3,0.0055,,
1.5550,434,201.6,24.3,0.0170,,
1.5635,435,202.4,24.3,0.0060,,
1.5710,436,203.3,24.3,0.0055,,
1.5795,437,204.0,24.3,0.0060,,
1.5880,438,204.8,24.3,0.0055,,
1.5965,440,205.5,24.3,0.0055,,
1.6050,440,206.3,24.3,0.0170,,
1.6135,441,207.0,24.3,0.0060,,
1.6210,442,207.7,24.3,0.0055,,
1.6295,443,208.4,24.3,0.0060,,
1.6380,444,209.1,24.3,0.0055,,
1.6460,446,209.7,24.3,0.0055,,
1.6545,446,210.4,24.3,0.0170,,
1.6620,447,210.9,24.3,0.0055,,
1.6705,448,211.5,24.3,0.0060,,
1.6790,450,212.0,24.3,0.0055,,
1.6875,450,212.6,24.3,0.0170,,
1.6960,452,213.2,24.3,0.0055,,
1.7045,452,213.8,24.3,0.0210,,
1.7120,453,214.3,24.3,0.0055,,
1.7205,454,214.8,24.3,0.0060,,
1.7290,456,215.2,24.3,0.0055,,
1.7370,456,215.8,24.3,0.0160,,
1.7455,458,216.3,24.3,0.0055,,
1.7535,458,216.8,24.3,0.0200,,
1.7615,459,217.3,24.3,0.0055,,
1.7700,460,217.8,24.3,0.0060,,
1.7785,462,218.3,24.3,0.0055,,
1.7870,462,218.7,24.3,0.0170,,
1.7955,464,219.2,24.3,0.0055,,
1.8030,464,219.5,24.3,0.0185,,
1.8115,465,220.0,24.3,0.0060,,
1.8200,466,220.4,24.3,0.0055,,
1.8285,468,220.7,24.3,0.0055,,
1.8365,468,221.2,24.3,0.0160,,
1.8445,469,221.5,24.3,0.0055,,
1.8525,470,222.0,24.3,0.0055,,
1.8610,471,222.4,24.3,0.0060,,
1.8695,472,222.8,24.3,0.0055,,
1.8780,474,223.1,24.3,0.0055,,
1.8865,474,223.6,24.3,0.0170,,
1.8940,475,223.9,24.3,0.0055,,
1.9025,476,224.3,24.3,0.0060,,
1.9110,478,224.6,24.3,0.0055,,
1.9195,478,225.0,24.3,0.0170,,
1.9280,480,225.3,24.4,0.0055,,
1.9355,480,225.6,24.3,0.0185,,
1.9440,481,225.9,24.3,0.0060,,
1.9525,482,226.3,24.3,0.0060,,
1.9605,484,226.7,24.4,0.0055,,
1.9690,484,227.0,24.4,0.0170,,
1.9775,486,227.3,24.4,0.0055,,
1.9850,486,227.6,24.3,0.0185,,
1.9935,487,227.9,24.3,0.0060,,
2.0020,488,228.2,24.4,0.0055,,
2.0105,490,228.6,24.4,0.0055,,
2.0190,490,228.9,24.4,0.0170,,
2.0275,491,229.1,24.4,0.0060,,
2.0350,492,229.4,24.3,0.0055,,
2.0435,493,229.8,24.4,0.0060,,
2.0515,494,230.0,24.4,0.0055,,
2.0600,496,230.3,24.4,0.0055,,
2.0685,496,230.6,24.4,0.0170,,
2.0760,497,230.8,24.4,0.0055,,
2.0845,498,231.2,24.4,0.0060,,
2.0930,499,231.4,24.4,0.0060,,
2.1015,500,231.7,24.4,0.0055,,
2.1100,502,231.9,24.4,0.0055,,
2.1185,502,232.2,24.4,0.0170,,
2.1260,503,232.4,24.4,0.0055,,
2.1345,504,232.8,24.4,0.0060,,
2.1430,506,233.0,24.4,0.0055,,
2.1510,506,233.3,24.4,0.0160,,
2.1595,508,233.5,24.4,0.0055,,
2.1670,508,233.8,24.4,0.0185,,
2.1755,509,234.0,24.4,0.0060,,
2.1825,510,234.2,24.4,0.0050,,
2.1875,512,234.4,24.4,0.0035,,
2.1895,512,234.6,24.4,0.0040,,
2.1895,513,234.6,24.4,0.0000,,
2.1910,514,234.6,24.4,0.0010,,
2.1930,515,234.7,24.4,0.0015,,
2.1955,516,234.8,24.4,0.0015,,
2.1990,518,234.8,24.4,0.0025,,
2.2030,518,234.9,24.4,0.0080,,
2.2070,519,235.0,24.4,0.0030,,
Scope 1/1, Sample 2/9 (5A)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-24.7,24.4,NaN,,
0.0005,1,-25.1,24.4,0.0005,,
0.0025,2,-25.1,24.4,0.0020,,
0.0050,3,-25.1,24.4,0.0025,,
0.0090,4,-24.8,24.4,0.0035,,
0.0150,5,-24.3,24.4,0.0055,,
0.0235,6,-23.2,24.4,0.0085,,
0.0310,7,-21.6,24.4,0.0075,,
0.0395,8,-19.6,24.4,0.0085,,
0.0480,9,-17.3,24.4,0.0075,,
0.0565,10,-15.1,24.4,0.0075,,
0.0650,11,-12.7,24.4,0.0075,,
0.0725,12,-10.8,24.4,0.0075,,
0.0810,13,-9.0,24.4,0.0085,,
0.0895,14,-7.0,24.4,0.0085,,
0.0980,15,-5.4,24.4,0.0075,,
0.1065,16,-4.0,24.4,0.0075,,
0.1145,17,-2.2,24.4,0.0075,,
0.1225,18,-0.5,24.4,0.0080,,
0.1305,19,0.1,24.4,0.0080,,
0.1390,20,1.2,24.4,0.0075,,
0.1475,21,2.3,24.4,0.0075,,
0.1560,22,3.3,24.4,0.0075,,
0.1645,23,4.3,24.4,0.0085,,
0.1720,24,5.3,24.4,0.0075,,
0.1805,25,6.3,24.4,0.0085,,
0.1890,26,7.2,24.4,0.0075,,
0.1975,27,8.2,24.4,0.0075,,
0.2055,28,9.1,24.4,0.0075,,
0.2135,29,10.0,24.4,0.0080,,
0.2215,30,11.1,24.4,0.0080,,
0.2300,31,12.0,24.4,0.0085,,
0.2385,32,13.0,24.4,0.0075,,
0.2470,33,13.9,24.4,0.0075,,
0.2555,34,14.7,24.4,0.0085,,
0.2630,35,15.5,24.4,0.0075,,
0.2715,36,16.4,24.4,0.0085,,
0.2800,37,17.3,24.4,0.0075,,
0.2885,38,18.1,24.4,0.0075,,
0.2970,39,19.0,24.4,0.0075,,
0.3045,40,19.7,24.4,0.0075,,
0.3130,41,20.5,24.4,0.0085,,
0.3210,42,21.3,24.4,0.0080,,
0.3295,43,22.2,24.5,0.0075,,
0.3380,44,23.0,24.5,0.0075,,
0.3465,45,23.8,24.4,0.0075,,
0.3540,46,24.6,24.4,0.0075,,
0.3625,47,25.3,24.5,0.0085,,
0.3710,48,26.1,24.5,0.0075,,
0.3795,49,27.0,24.5,0.0075,,
0.3880,50,27.8,24.5,0.0075,,
0.3955,51,28.5,24.4,0.0075,,
0.4040,52,29.4,24.5,0.0075,,
0.4125,53,30.2,24.5,0.0075,,
0.4210,54,31.0,24.5,0.0075,,
0.4290,55,31.8,24.5,0.0075,,
0.4375,56,32.5,24.5,0.0085,,
0.4455,57,33.3,24.5,0.0080,,
0.4535,58,34.1,24.5,0.0080,,
0.4620,59,34.9,24.5,0.0075,,
0.4705,60,35.7,24.5,0.0075,,
0.4790,61,36.5,24.5,0.0075,,
0.4865,62,37.2,24.5,0.0075,,
0.4950,63,37.9,24.5,0.0085,,
0.5035,64,38.7,24.5,0.0085,,
0.5120,65,39.5,24.5,0.0075,,
0.5205,66,40.3,24.5,0.0075,,
0.5285,67,41.0,24.5,0.0080,,
0.5365,68,41.7,24.5,0.0080,,
0.5450,69,42.5,24.5,0.0085,,
0.5530,70,43.3,24.5,0.0075,,
0.5615,71,44.0,24.5,0.0075,,
0.5700,72,44.9,24.5,0.0075,,
0.5775,73,45.5,24.5,0.0075,,
0.5860,74,46.3,24.5,0.0085,,
0.5945,75,47.0,24.5,0.0085,,
0.6030,76,47.9,24.5,0.0075,,
0.6115,77,48.6,24.5,0.0075,,
0.6200,78,49.5,24.5,0.0075,,
0.6275,79,50.1,24.5,0.0075,,
0.6360,80,50.9,24.5,0.0085,,
0.6440,81,51.7,24.5,0.0075,,
0.6525,82,52.5,24.5,0.0075,,
0.6610,83,53.3,24.5,0.0075,,
0.6685,84,54.0,24.5,0.0075,,
0.6770,85,54.8,24.5,0.0085,,
0.6855,86,55.6,24.5,0.0085,,
0.6940,87,56.3,24.5,0.0075,,
0.7025,88,57.1,24.5,0.0075,,
0.7110,89,58.0,24.5,0.0075,,
0.7185,90,58.7,24.5,0.0075,,
0.7270,91,59.5,24.5,0.0085,,
0.7350,92,60.2,24.5,0.0080,,
0.7435,93,61.0,24.5,0.0075,,
0.7520,94,61.9,24.5,0.0075,,
0.7605,95,62.6,24.5,0.0085,,
0.7680,96,63.5,24.5,0.0075,,
0.7765,97,64.5,24.5,0.0085,,
0.7850,98,65.3,24.5,0.0075,,
0.7935,99,66.2,24.5,0.0075,,
0.8020,100,67.1,24.5,0.0075,,
0.8105,101,67.8,24.5,0.0085,,
0.8180,102,68.7,24.5,0.0075,,
0.8265,103,69.6,24.5,0.0085,,
0.8345,104,70.4,24.5,0.0075,,
0.8430,105,71.4,24.5,0.0075,,
0.8515,106,72.4,24.5,0.0075,,
0.8590,107,73.3,24.5,0.0075,,
0.8675,108,74.2,24.5,0.0085,,
0.8760,109,75.3,24.5,0.0075,,
0.8845,110,76.3,24.5,0.0075,,
0.8930,111,77.3,24.5,0.0075,,
0.9015,112,78.2,24.5,0.0075,,
0.9090,113,79.2,24.5,0.0075,,
0.9175,114,80.3,24.5,0.0085,,
0.9255,115,81.3,24.5,0.0075,,
0.9340,116,82.4,24.5,0.0075,,
0.9425,117,83.6,24.5,0.0075,,
0.9510,118,84.6,24.5,0.0085,,
0.9585,119,85.9,24.5,0.0075,,
0.9670,120,87.1,24.5,0.0085,,
0.9755,121,88.2,24.5,0.0075,,
0.9840,122,89.5,24.5,0.0075,,
0.9925,123,91.0,24.5,0.0075,,
1.0000,124,92.1,24.5,0.0075,,
1.0085,125,93.6,24.5,0.0085,,
1.0170,126,95.1,24.5,0.0085,,
1.0250,127,96.7,24.5,0.0075,,
1.0335,128,98.3,24.5,0.0075,,
1.0420,129,100.0,24.5,0.0075,,
1.0495,130,101.6,24.5,0.0075,,
1.0580,131,103.4,24.5,0.0085,,
1.0665,132,105.3,24.5,0.0075,,
1.0750,133,107.3,24.5,0.0075,,
1.0835,134,109.5,24.5,0.0075,,
1.0920,135,111.5,24.5,0.0085,,
1.0995,136,113.8,24.5,0.0075,,
1.1080,137,116.2,24.5,0.0085,,
1.1160,138,118.9,24.5,0.0075,,
1.1245,139,121.9,24.5,0.0075,,
1.1330,140,124.7,24.5,0.0075,,
1.1405,141,127.4,24.5,0.0075,,
1.1490,142,131.1,24.5,0.0085,,
1.1575,143,134.6,24.5,0.0075,,
1.1660,144,138.2,24.5,0.0075,,
1.1745,145,141.8,24.5,0.0075,,
1.1830,146,145.1,24.5,0.0085,,
1.1905,147,148.7,24.5,0.0075,,
1.1990,148,152.2,24.5,0.0085,,
1.2075,149,155.9,24.5,0.0075,,
1.2155,150,159.4,24.5,0.0075,,
1.2240,151,162.7,24.5,0.0075,,
1.2325,152,165.3,24.5,0.0085,,
1.2400,153,168.3,24.5,0.0075,,
1.2485,154,171.2,24.5,0.0085,,
1.2570,155,173.5,24.5,0.0075,,
1.2655,156,175.7,24.5,0.0075,,
1.2740,157,177.8,24.5,0.0075,,
1.2815,158,179.7,24.5,0.0075,,
1.2900,159,181.6,24.5,0.0085,,
1.2985,160,183.2,24.5,0.0085,,
1.3065,161,185.0,24.5,0.0075,,
1.3095,162,185.1,24.5,0.0060,,
1.3095,402,188.4,24.6,0.0000,,
1.3100,403,188.4,24.6,0.0010,,
1.3115,404,188.4,24.6,0.0025,,
1.3140,405,188.5,24.6,0.0035,,
1.3180,406,188.9,24.6,0.0055,,
1.3240,407,189.5,24.6,0.0085,,
1.3325,408,190.5,24.6,0.0140,,
1.3400,409,191.7,24.6,0.0125,,
1.3485,410,192.9,24.6,0.0140,,
1.3570,411,194.2,24.6,0.0120,,
1.3650,412,195.3,24.6,0.0115,,
1.3735,413,196.4,24.6,0.0120,,
1.3810,414,197.3,24.6,0.0125,,
1.3895,415,198.2,24.6,0.0140,,
1.3980,416,199.2,24.6,0.0140,,
1.4065,417,200.1,24.6,0.0120,,
1.4150,418,201.0,24.6,0.0120,,
1.4235,419,202.0,24.6,0.0120,,
1.4310,420,202.7,24.6,0.0125,,
1.4395,421,203.5,24.6,0.0140,,
1.4480,422,204.4,24.6,0.0120,,
1.4560,423,205.2,24.6,0.0115,,
1.4645,424,205.9,24.6,0.0120,,
1.4730,425,206.6,24.6,0.0140,,
1.4805,426,207.3,24.6,0.0125,,
1.4890,427,208.0,24.6,0.0140,,
1.4975,428,208.6,24.6,0.0120,,
1.5060,429,209.3,24.6,0.0120,,
1.5145,430,210.0,24.6,0.0120,,
1.5220,431,210.4,24.6,0.0125,,
1.5305,432,211.1,24.6,0.0140,,
1.5390,433,211.7,24.6,0.0120,,
1.5475,434,212.4,24.6,0.0120,,
1.5555,435,212.9,24.6,0.0115,,
1.5640,436,213.4,24.6,0.0140,,
1.5715,437,214.0,24.6,0.0125,,
1.5800,438,214.5,24.6,0.0140,,
1.5885,439,215.1,24.6,0.0120,,
1.5970,440,215.6,24.6,0.0120,,
1.6055,441,216.1,24.6,0.0120,,
1.6140,442,216.5,24.6,0.0140,,
1.6215,443,217.0,24.6,0.0125,,
1.6300,444,217.6,24.6,0.0140,,
1.6385,445,217.9,24.6,0.0120,,
1.6465,446,218.5,24.6,0.0115,,
1.6550,447,218.9,24.6,0.0120,,
1.6625,448,219.3,24.6,0.0125,,
1.6710,449,219.7,24.6,0.0140,,
1.6795,450,220.2,24.6,0.0120,,
1.6880,451,220.6,24.6,0.0120,,
1.6965,452,221.0,24.6,0.0120,,
1.7050,453,221.4,24.6,0.0140,,
1.7125,454,221.8,24.6,0.0125,,
1.7210,455,222.2,24.6,0.0140,,
1.7295,456,222.6,24.6,0.0120,,
1.7380,457,223.0,24.6,0.0120,,
1.7460,458,223.4,24.6,0.0115,,
1.7540,459,223.6,24.6,0.0135,,
1.7620,460,224.2,24.6,0.0135,,
1.7705,461,224.5,24.6,0.0140,,
1.7790,462,224.8,24.6,0.0120,,
1.7875,463,225.2,24.6,0.0120,,
1.7960,464,225.5,24.6,0.0120,,
1.8035,465,225.8,24.6,0.0125,,
1.8120,466,226.2,24.6,0.0140,,
1.8205,467,226.5,24.6,0.0120,,
1.8290,468,226.8,24.6,0.0120,,
1.8370,469,227.2,24.6,0.0115,,
1.8455,470,227.5,24.6,0.0140,,
1.8530,471,227.8,24.6,0.0125,,
1.8615,472,228.1,24.6,0.0140,,
1.8700,473,228.4,24.6,0.0120,,
1.8785,474,228.7,24.6,0.0120,,
1.8870,475,229.0,24.7,0.0120,,
1.8945,476,229.3,24.6,0.0125,,
1.9030,477,229.6,24.6,0.0140,,
1.9115,478,229.9,24.6,0.0140,,
1.9200,479,230.2,24.6,0.0120,,
1.9285,480,230.5,24.6,0.0120,,
1.9365,481,230.8,24.6,0.0135,,
1.9445,482,231.1,24.6,0.0135,,
1.9525,483,231.3,24.6,0.0135,,
1.9610,484,231.7,24.6,0.0120,,
1.9695,485,231.9,24.7,0.0120,,
1.9780,486,232.2,24.6,0.0120,,
1.9855,487,232.4,24.7,0.0125,,
1.9940,488,232.7,24.7,0.0140,,
2.0025,489,232.9,24.7,0.0140,,
2.0110,490,233.2,24.7,0.0120,,
2.0195,491,233.4,24.7,0.0120,,
2.0280,492,233.7,24.7,0.0120,,
2.0350,493,233.9,24.7,0.0115,,
2.0430,494,234.2,24.7,0.0135,,
2.0470,495,234.4,24.7,0.0055,,
2.0480,496,234.5,24.7,0.0015,,
2.0495,497,234.5,24.7,0.0020,,
2.0510,498,234.5,24.7,0.0025,,
2.0535,499,234.6,24.7,0.0040,,
2.0580,500,234.7,24.7,0.0075,,
2.0620,501,234.9,24.7,0.0055,,
2.0655,502,234.9,24.7,0.0050,,
2.0660,502,235.0,24.7,-0.0025,,
Scope 1/1, Sample 3/9 (5B)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-25.2,24.6,NaN,,
0.0005,1,-25.6,24.6,0.0005,,
0.0025,2,-25.6,24.6,0.0020,,
0.0050,3,-25.6,24.6,0.0025,,
0.0090,4,-25.4,24.6,0.0035,,
0.0155,5,-24.7,24.6,0.0060,,
0.0235,6,-23.8,24.6,0.0080,,
0.0310,7,-22.3,24.6,0.0075,,
0.0395,8,-20.3,24.6,0.0085,,
0.0480,9,-18.1,24.6,0.0075,,
0.0565,10,-15.8,24.6,0.0075,,
0.0650,11,-13.5,24.6,0.0075,,
0.0735,12,-11.6,24.6,0.0085,,
0.0810,13,-9.6,24.6,0.0075,,
0.0895,14,-7.7,24.6,0.0085,,
0.0980,15,-6.1,24.6,0.0075,,
0.1065,16,-4.5,24.6,0.0075,,
0.1145,17,-3.0,24.6,0.0075,,
0.1220,18,-1.4,24.6,0.0075,,
0.1305,19,-0.2,24.6,0.0085,,
0.1390,20,0.6,24.6,0.0075,,
0.1475,21,1.8,24.6,0.0075,,
0.1560,22,2.8,24.6,0.0075,,
0.1645,23,3.8,24.6,0.0075,,
0.1720,24,4.8,24.6,0.0075,,
0.1805,25,5.7,24.6,0.0085,,
0.1890,26,6.7,24.6,0.0075,,
0.1975,27,7.6,24.6,0.0075,,
0.2060,28,8.6,24.6,0.0075,,
0.2135,29,9.5,24.6,0.0075,,
0.2220,30,10.5,24.6,0.0085,,
0.2300,31,11.5,24.6,0.0080,,
0.2385,32,12.5,24.6,0.0075,,
0.2470,33,13.4,24.6,0.0075,,
0.2555,34,14.3,24.6,0.0075,,
0.2630,35,15.1,24.6,0.0075,,
0.2715,36,15.9,24.6,0.0085,,
0.2800,37,16.7,24.6,0.0075,,
0.2885,38,17.5,24.6,0.0075,,
0.2970,39,18.3,24.6,0.0075,,
0.3050,40,19.2,24.6,0.0075,,
0.3130,41,20.0,24.6,0.0080,,
0.3210,42,20.8,24.6,0.0080,,
0.3295,43,21.6,24.6,0.0075,,
0.3380,44,22.4,24.6,0.0075,,
0.3465,45,23.4,24.6,0.0075,,
0.3550,46,24.3,24.6,0.0075,,
0.3625,47,24.9,24.6,0.0075,,
0.3710,48,25.6,24.6,0.0085,,
0.3795,49,26.5,24.6,0.0075,,
0.3875,50,27.2,24.6,0.0075,,
0.3960,51,28.2,24.6,0.0075,,
0.4040,52,28.9,24.6,0.0080,,
0.4120,53,29.7,24.6,0.0080,,
0.4205,54,30.4,24.6,0.0075,,
0.4290,55,31.1,24.6,0.0075,,
0.4375,56,32.0,24.6,0.0075,,
0.4460,57,32.7,24.6,0.0075,,
0.4535,58,33.4,24.6,0.0075,,
0.4620,59,34.2,24.6,0.0085,,
0.4705,60,35.0,24.6,0.0075,,
0.4790,61,35.7,24.6,0.0075,,
0.4870,62,36.4,24.6,0.0075,,
0.4955,63,37.1,24.6,0.0085,,
0.5030,64,37.8,24.6,0.0075,,
0.5115,65,38.7,24.6,0.0085,,
0.5200,66,39.4,24.6,0.0075,,
0.5285,67,40.2,24.6,0.0075,,
