Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1557
Scope 1/1, Sample 1/3 (JUNK)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
1.4880,426,188.8,19.9,0.0035,,
1.4940,427,189.5,19.9,0.0050,,
1.5025,428,190.4,19.9,0.0070,,
1.5100,429,191.4,19.9,0.0070,,
1.5180,430,192.7,19.9,0.0075,,
1.5265,431,193.8,19.9,0.0070,,
1.5350,432,194.7,19.9,0.0070,,
1.5435,433,195.9,19.9,0.0070,,
1.5520,434,196.8,19.9,0.0070,,
1.5595,435,197.6,19.9,0.0070,,
1.5680,436,198.6,19.9,0.0075,,
1.5765,437,199.6,19.9,0.0070,,
1.5850,438,200.3,19.9,0.0070,,
1.5930,439,201.2,19.9,0.0065,,
1.6015,440,201.9,19.9,0.0075,,
1.6090,441,202.6,19.9,0.0070,,
1.6175,442,203.4,19.9,0.0075,,
1.6260,443,204.2,19.9,0.0070,,
1.6345,444,204.9,19.9,0.0070,,
1.6430,445,205.7,19.9,0.0070,,
1.6515,446,206.3,19.9,0.0070,,
1.6590,447,206.9,19.9,0.0070,,
1.6675,448,207.6,19.9,0.0075,,
1.6755,449,208.2,19.9,0.0065,,
1.6840,450,208.9,19.9,0.0070,,
1.6925,451,209.4,19.9,0.0070,,
1.7010,452,210.0,19.9,0.0070,,
1.7085,453,210.5,19.9,0.0070,,
1.7170,454,211.1,19.9,0.0075,,
1.7255,455,211.6,19.9,0.0075,,
1.7335,456,212.3,19.9,0.0065,,
1.7420,457,212.8,19.9,0.0070,,
1.7505,458,213.3,19.9,0.0070,,
1.7580,459,213.7,19.9,0.0070,,
1.7665,460,214.3,19.9,0.0075,,
1.7750,461,214.8,19.9,0.0070,,
1.7835,462,215.2,19.9,0.0070,,
1.7920,463,215.8,19.9,0.0070,,
1.8005,464,216.1,19.9,0.0075,,
1.8080,465,216.6,19.9,0.0070,,
1.8165,466,217.1,19.9,0.0075,,
1.8245,467,217.5,19.9,0.0065,,
1.8330,468,218.0,19.9,0.0070,,
1.8415,469,218.4,19.9,0.0070,,
1.8500,470,218.8,19.9,0.0075,,
1.8575,471,219.1,19.9,0.0070,,
1.8660,472,219.7,19.9,0.0075,,
1.8745,473,220.0,19.9,0.0070,,
1.8830,474,220.3,19.9,0.0070,,
1.8915,475,220.7,19.9,0.0070,,
1.8990,476,221.0,19.9,0.0070,,
1.9075,477,221.4,19.9,0.0075,,
1.9155,478,221.8,19.9,0.0075,,
1.9240,479,222.1,19.9,0.0070,,
1.9325,480,222.4,19.9,0.0070,,
1.9410,481,222.9,19.9,0.0070,,
1.9485,482,223.1,19.9,0.0070,,
1.9570,483,223.5,19.9,0.0075,,
1.9655,484,223.8,19.9,0.0070,,
1.9740,485,224.2,19.9,0.0070,,
1.9825,486,224.5,19.9,0.0070,,
1.9905,487,224.9,19.9,0.0065,,
1.9985,488,225.1,19.9,0.0075,,
2.0065,489,225.4,19.9,0.0075,,
2.0150,490,225.8,19.9,0.0075,,
2.0235,491,226.1,19.9,0.0070,,
2.0320,492,226.4,19.9,0.0070,,
2.0405,493,226.7,19.9,0.0070,,
2.0480,494,226.9,19.9,0.0070,,
2.0565,495,227.2,19.9,0.0075,,
2.0650,496,227.5,19.9,0.0075,,
2.0730,497,227.8,19.9,0.0065,,
2.0815,498,228.1,19.9,0.0070,,
2.0900,499,228.4,19.9,0.0075,,
2.0975,500,228.7,19.9,0.0070,,
2.1060,501,228.9,19.9,0.0075,,
2.1145,502,229.3,19.9,0.0070,,
2.1230,503,229.6,19.9,0.0070,,
2.1315,504,229.8,19.9,0.0070,,
2.1400,505,230.1,19.9,0.0075,,
2.1475,506,230.3,19.9,0.0070,,
2.1560,507,230.6,19.9,0.0070,,
2.1640,508,230.9,19.9,0.0065,,
2.1725,509,231.1,19.9,0.0070,,
2.1810,510,231.3,19.9,0.0070,,
2.1895,511,231.6,19.9,0.0075,,
2.1970,512,231.7,19.9,0.0070,,
2.2055,513,232.0,19.9,0.0075,,
2.2140,514,232.3,19.9,0.0070,,
2.2225,515,232.5,19.9,0.0070,,
2.2305,516,232.7,19.9,0.0065,,
2.2390,517,233.0,19.9,0.0075,,
2.2465,518,233.2,19.9,0.0070,,
2.2550,519,233.4,19.9,0.0075,,
2.2635,520,233.6,19.9,0.0070,,
2.2720,521,233.9,19.9,0.0070,,
2.2800,522,234.1,19.9,0.0065,,
2.2870,523,234.3,19.9,0.0065,,
2.2915,524,234.5,19.9,0.0040,,
2.2940,525,234.6,19.9,0.0025,,
2.2950,526,234.6,19.9,0.0010,,
2.2975,527,234.7,19.9,0.0020,,
2.3005,528,234.8,19.9,0.0025,,
2.3035,529,234.9,19.9,0.0025,,
2.3095,530,235.0,19.9,0.0045,,
Scope 1/1, Sample 2/3 (CRM1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-55.9,20.0,NaN,,
0.0005,1,-56.3,20.0,0.0005,,
0.0025,2,-56.3,20.0,0.0020,,
0.0050,3,-56.3,20.0,0.0025,,
0.0090,4,-56.2,20.0,0.0035,,
0.0150,5,-55.9,20.0,0.0055,,
0.0235,6,-55.4,20.0,0.0075,,
0.0310,7,-54.6,20.0,0.0075,,
0.0395,8,-53.6,20.0,0.0085,,
0.0480,9,-52.4,20.0,0.0075,,
0.0565,10,-51.1,20.0,0.0075,,
0.0650,11,-49.7,20.0,0.0075,,
0.0730,12,-48.1,20.0,0.0075,,
0.0810,13,-46.7,20.0,0.0080,,
0.0890,14,-45.0,20.0,0.0080,,
0.0975,15,-43.2,20.0,0.0075,,
0.1060,16,-41.2,20.0,0.0075,,
0.1145,17,-39.1,20.0,0.0075,,
0.1230,18,-36.8,20.0,0.0075,,
0.1305,19,-34.5,20.0,0.0075,,
0.1390,20,-31.8,20.0,0.0085,,
0.1475,21,-29.0,20.0,0.0075,,
0.1560,22,-26.1,20.0,0.0075,,
0.1640,23,-23.2,20.0,0.0075,,
0.1725,24,-20.3,20.0,0.0075,,
0.1800,25,-17.7,20.0,0.0075,,
0.1885,26,-15.1,20.0,0.0085,,
0.1970,27,-12.7,20.0,0.0075,,
0.2055,28,-10.8,20.0,0.0075,,
0.2140,29,-9.0,20.1,0.0075,,
0.2225,30,-7.4,20.1,0.0085,,
0.2300,31,-5.7,20.0,0.0075,,
0.2385,32,-4.2,20.1,0.0085,,
0.2465,33,-2.5,20.1,0.0075,,
0.2550,34,-0.6,20.1,0.0075,,
0.2635,35,0.1,20.1,0.0075,,
0.2720,36,1.0,20.1,0.0085,,
0.2795,37,2.1,20.1,0.0075,,
0.2880,38,3.1,20.1,0.0085,,
0.2965,39,4.4,20.1,0.0075,,
0.3050,40,5.3,20.1,0.0075,,
0.3135,41,6.3,20.1,0.0075,,
0.3210,42,7.1,20.1,0.0075,,
0.3295,43,8.0,20.1,0.0085,,
0.3375,44,9.2,20.1,0.0075,,
0.3460,45,10.3,20.1,0.0075,,
0.3545,46,11.4,20.1,0.0075,,
0.3630,47,12.3,20.1,0.0075,,
0.3705,48,13.1,20.1,0.0070,,
0.3790,49,14.0,20.1,0.0075,,
0.3875,50,14.9,20.1,0.0075,,
0.3960,51,16.0,20.1,0.0075,,
0.4045,52,16.8,20.1,0.0075,,
0.4125,53,17.5,20.1,0.0080,,
0.4205,54,18.2,20.1,0.0080,,
0.4290,55,19.2,20.1,0.0085,,
0.4370,56,20.0,20.1,0.0075,,
0.4455,57,20.8,20.1,0.0075,,
0.4540,58,21.8,20.1,0.0075,,
0.4615,59,22.4,20.1,0.0075,,
0.4700,60,23.4,20.1,0.0085,,
0.4785,61,24.2,20.1,0.0085,,
0.4870,62,25.1,20.1,0.0075,,
0.4955,63,25.9,20.1,0.0075,,
0.5035,64,26.7,20.1,0.0075,,
0.5115,65,27.5,20.1,0.0080,,
0.5195,66,28.3,20.1,0.0080,,
0.5280,67,29.0,20.1,0.0075,,
0.5365,68,29.9,20.1,0.0075,,
0.5450,69,30.7,20.1,0.0075,,
0.5535,70,31.6,20.1,0.0075,,
0.5610,71,32.2,20.1,0.0075,,
0.5695,72,33.0,20.1,0.0085,,
0.5780,73,33.8,20.1,0.0075,,
0.5865,74,34.5,20.1,0.0075,,
0.5945,75,35.4,20.1,0.0075,,
0.6030,76,36.1,20.1,0.0075,,
0.6105,77,36.7,20.1,0.0075,,
0.6190,78,37.6,20.1,0.0085,,
0.6275,79,38.3,20.1,0.0075,,
0.6360,80,39.1,20.1,0.0075,,
0.6445,81,40.2,20.1,0.0075,,
0.6530,82,41.0,20.1,0.0085,,
0.6605,83,41.8,20.1,0.0075,,
0.6690,84,42.6,20.1,0.0085,,
0.6775,85,43.2,20.1,0.0075,,
0.6855,86,44.0,20.1,0.0075,,
0.6940,87,44.8,20.1,0.0075,,
0.7015,88,45.4,20.1,0.0075,,
0.7100,89,46.1,20.1,0.0085,,
0.7185,90,46.8,20.1,0.0075,,
0.7270,91,47.6,20.1,0.0075,,
0.7355,92,48.4,20.1,0.0075,,
0.7440,93,49.1,20.1,0.0075,,
0.7515,94,50.0,20.1,0.0075,,
0.7600,95,50.9,20.1,0.0085,,
0.7685,96,51.7,20.1,0.0075,,
0.7765,97,52.5,20.1,0.0075,,
0.7850,98,53.3,20.1,0.0075,,
0.7935,99,54.2,20.1,0.0075,,
0.8010,100,55.0,20.1,0.0075,,
0.8095,101,55.9,20.1,0.0085,,
0.8180,102,56.6,20.1,0.0075,,
0.8265,103,57.5,20.1,0.0075,,
0.8350,104,58.4,20.1,0.0075,,
0.8435,105,59.3,20.1,0.0085,,
0.8510,106,60.1,20.1,0.0075,,
0.8590,107,61.0,20.1,0.0080,,
0.8675,108,61.7,20.1,0.0075,,
0.8760,109,62.6,20.1,0.0075,,
0.8845,110,63.3,20.1,0.0075,,
0.8930,111,64.1,20.1,0.0085,,
0.9005,112,65.2,20.1,0.0075,,
0.9090,113,66.1,20.1,0.0085,,
0.9175,114,67.0,20.1,0.0075,,
0.9260,115,67.8,20.1,0.0075,,
0.9340,116,68.6,20.1,0.0075,,
0.9420,117,69.5,20.1,0.0080,,
0.9500,118,70.9,20.1,0.0080,,
0.9585,119,71.9,20.1,0.0085,,
0.9670,120,72.6,20.1,0.0075,,
0.9755,121,73.7,20.1,0.0075,,
0.9840,122,74.3,20.1,0.0075,,
0.9925,123,75.3,20.1,0.0085,,
1.0000,124,76.2,20.1,0.0075,,
1.0085,125,77.3,20.1,0.0085,,
1.0165,126,78.4,20.1,0.0075,,
1.0250,127,79.2,20.1,0.0075,,
1.0335,128,80.3,20.1,0.0075,,
1.0410,129,81.4,20.1,0.0075,,
1.0495,130,82.5,20.1,0.0085,,
1.0580,131,83.4,20.1,0.0075,,
1.0665,132,84.9,20.1,0.0075,,
1.0750,133,86.2,20.1,0.0075,,
1.0835,134,87.5,20.1,0.0075,,
1.0910,135,88.4,20.1,0.0075,,
1.0995,136,89.8,20.1,0.0085,,
1.1075,137,91.3,20.1,0.0075,,
1.1160,138,92.9,20.1,0.0075,,
1.1245,139,94.4,20.1,0.0075,,
1.1330,140,96.3,20.1,0.0075,,
1.1405,141,97.6,20.1,0.0075,,
1.1490,142,99.0,20.1,0.0085,,
1.1575,143,100.3,20.1,0.0075,,
1.1660,144,102.0,20.1,0.0075,,
1.1740,145,103.5,20.1,0.0075,,
1.1825,146,105.2,20.1,0.0085,,
1.1905,147,107.5,20.1,0.0080,,
1.1985,148,109.4,20.1,0.0080,,
1.2070,149,111.7,20.1,0.0075,,
1.2155,150,113.4,20.1,0.0075,,
1.2240,151,116.1,20.1,0.0075,,
1.2315,152,118.7,20.1,0.0075,,
1.2400,153,121.5,20.1,0.0085,,
1.2485,154,124.5,20.1,0.0085,,
1.2570,155,127.5,20.1,0.0075,,
1.2650,156,130.8,20.1,0.0075,,
1.2735,157,133.7,20.1,0.0075,,
1.2810,158,137.3,20.1,0.0075,,
1.2895,159,141.0,20.1,0.0085,,
1.2980,160,145.2,20.1,0.0075,,
1.3065,161,148.6,20.1,0.0075,,
1.3150,162,152.3,20.1,0.0075,,
1.3235,163,155.8,20.1,0.0075,,
1.3310,164,159.0,20.1,0.0075,,
1.3395,165,162.4,20.1,0.0085,,
1.3480,166,165.6,20.1,0.0075,,
1.3560,167,168.0,20.1,0.0075,,
1.3645,168,170.7,20.1,0.0075,,
1.3730,169,173.3,20.1,0.0075,,
1.3805,170,175.2,20.1,0.0075,,
1.3890,171,177.3,20.1,0.0085,,
1.3975,172,179.3,20.1,0.0075,,
1.4060,173,181.2,20.1,0.0075,,
1.4145,174,183.1,20.1,0.0075,,
1.4225,175,184.7,20.1,0.0075,,
1.4270,176,185.1,20.1,0.0075,,
1.4270,416,188.6,20.2,0.0000,,
1.4275,417,188.6,20.2,0.0005,,
1.4290,418,188.6,20.2,0.0020,,
1.4315,419,188.7,20.2,0.0030,,
1.4355,420,189.0,20.2,0.0045,,
1.4415,421,189.8,20.2,0.0065,,
1.4500,422,190.8,20.2,0.0095,,
1.4575,423,191.7,20.2,0.0095,,
1.4655,424,193.0,20.2,0.0100,,
1.4740,425,193.9,20.2,0.0105,,
1.4825,426,195.0,20.2,0.0095,,
1.4910,427,196.1,20.2,0.0095,,
1.4995,428,197.0,20.2,0.0105,,
1.5070,429,197.9,20.2,0.0095,,
1.5155,430,199.0,20.2,0.0105,,
1.5240,431,199.9,20.2,0.0095,,
1.5325,432,200.6,20.2,0.0095,,
1.5405,433,201.4,20.2,0.0090,,
1.5490,434,202.2,20.2,0.0095,,
1.5565,435,203.1,20.2,0.0095,,
1.5650,436,203.9,20.2,0.0105,,
1.5735,437,204.7,20.2,0.0095,,
1.5820,438,205.5,20.2,0.0095,,
1.5905,439,206.1,20.2,0.0095,,
1.5980,440,206.8,20.2,0.0095,,
1.6065,441,207.5,20.2,0.0105,,
1.6150,442,207.9,20.2,0.0105,,
1.6235,443,208.6,20.2,0.0095,,
1.6320,444,209.2,20.2,0.0095,,
1.6400,445,209.9,20.2,0.0090,,
1.6480,446,210.4,20.2,0.0100,,
1.6560,447,211.0,20.2,0.0100,,
1.6645,448,211.5,20.2,0.0105,,
1.6730,449,212.1,20.2,0.0095,,
1.6815,450,212.7,20.2,0.0095,,
1.6900,451,213.3,20.2,0.0105,,
1.6975,452,213.7,20.2,0.0095,,
1.7060,453,214.2,20.2,0.0105,,
1.7145,454,214.7,20.2,0.0095,,
1.7230,455,215.2,20.2,0.0095,,
1.7310,456,215.7,20.2,0.0090,,
1.7390,457,216.1,20.2,0.0100,,
1.7470,458,216.6,20.2,0.0100,,
1.7555,459,217.1,20.2,0.0105,,
1.7640,460,217.5,20.3,0.0095,,
1.7725,461,218.0,20.2,0.0095,,
1.7810,462,218.4,20.2,0.0095,,
1.7885,463,218.8,20.3,0.0095,,
1.7970,464,219.2,20.3,0.0105,,
1.8055,465,219.6,20.2,0.0105,,
1.8135,466,220.0,20.3,0.0090,,
1.8220,467,220.4,20.3,0.0095,,
1.8305,468,220.8,20.3,0.0095,,
1.8380,469,221.1,20.3,0.0095,,
1.8465,470,221.6,20.3,0.0105,,
1.8550,471,222.0,20.2,0.0105,,
1.8635,472,222.4,20.3,0.0095,,
1.8720,473,222.7,20.3,0.0095,,
1.8805,474,223.1,20.3,0.0095,,
1.8880,475,223.4,20.3,0.0095,,
1.8965,476,223.7,20.3,0.0105,,
1.9045,477,224.1,20.3,0.0090,,
1.9130,478,224.4,20.3,0.0095,,
1.9215,479,224.7,20.3,0.0095,,
1.9300,480,225.0,20.3,0.0105,,
1.9375,481,225.4,20.3,0.0095,,
1.9460,482,225.7,20.3,0.0105,,
1.9545,483,226.0,20.3,0.0095,,
1.9630,484,226.4,20.3,0.0095,,
1.9715,485,226.7,20.3,0.0095,,
1.9790,486,227.0,20.3,0.0095,,
1.9875,487,227.4,20.3,0.0105,,
1.9955,488,227.6,20.3,0.0100,,
2.0040,489,227.8,20.3,0.0095,,
2.0125,490,228.1,20.3,0.0095,,
2.0210,491,228.4,20.3,0.0095,,
2.0285,492,228.7,20.3,0.0095,,
2.0370,493,229.0,20.3,0.0105,,
2.0455,494,229.3,20.3,0.0105,,
2.0540,495,229.6,20.3,0.0095,,
2.0620,496,229.9,20.3,0.0090,,
2.0705,497,230.1,20.3,0.0095,,
2.0780,498,230.4,20.3,0.0095,,
2.0865,499,230.6,20.3,0.0105,,
2.0950,500,230.8,20.3,0.0105,,
2.1035,501,231.1,20.3,0.0095,,
2.1120,502,231.4,20.3,0.0095,,
2.1205,503,231.6,20.3,0.0095,,
2.1280,504,231.9,20.3,0.0095,,
2.1365,505,232.1,20.3,0.0105,,
2.1450,506,232.4,20.3,0.0095,,
2.1530,507,232.5,20.3,0.0090,,
2.1615,508,232.8,20.3,0.0095,,
2.1700,509,233.1,20.3,0.0095,,
2.1775,510,233.4,20.3,0.0095,,
2.1860,511,233.6,20.3,0.0105,,
2.1945,512,233.8,20.3,0.0095,,
2.2025,513,234.0,20.3,0.0090,,
2.2085,514,234.2,20.3,0.0065,,
2.2150,515,234.4,20.3,0.0070,,
2.2205,516,234.6,20.3,0.0070,,
2.2215,517,234.7,20.3,0.0010,,
2.2220,518,234.7,20.3,0.0005,,
2.2235,519,234.7,20.3,0.0015,,
2.2255,520,234.8,20.3,0.0020,,
2.2280,521,234.8,20.3,0.0030,,
2.2320,522,235.0,20.3,0.0050,,
2.2340,522,235.0,20.3,0.0065,,
Scope 1/1, Sample 3/3 (CRM2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-55.9,20.2,NaN,,
0.0010,1,-56.3,20.2,0.0010,,
0.0025,2,-56.4,20.2,0.0015,,
0.0050,3,-56.5,20.2,0.0020,,
0.0095,4,-56.2,20.2,0.0035,,
0.0160,5,-55.9,20.2,0.0055,,
0.0235,6,-55.4,20.2,0.0070,,
0.0315,7,-54.6,20.2,0.0075,,
0.0400,8,-53.6,20.2,0.0075,,
0.0485,9,-52.4,20.2,0.0070,,
0.0570,10,-51.1,20.2,0.0070,,
0.0655,11,-49.8,20.2,0.0075,,
0.0730,12,-48.4,20.2,0.0070,,
0.0815,13,-46.8,20.2,0.0075,,
0.0900,14,-45.1,20.2,0.0075,,
0.0985,15,-43.2,20.2,0.0070,,
0.1065,16,-41.4,20.2,0.0065,,
0.1150,17,-39.1,20.2,0.0070,,
0.1225,18,-36.9,20.2,0.0070,,
0.1310,19,-34.6,20.2,0.0075,,
0.1395,20,-31.9,20.2,0.0075,,
0.1480,21,-29.1,20.2,0.0070,,
0.1565,22,-26.1,20.2,0.0070,,
0.1650,23,-23.6,20.2,0.0075,,
0.1725,24,-20.7,20.2,0.0070,,
0.1810,25,-17.9,20.2,0.0075,,
0.1890,26,-15.2,20.2,0.0075,,
0.1975,27,-12.8,20.2,0.0070,,
0.2060,28,-10.9,20.2,0.0070,,
0.2135,29,-9.3,20.2,0.0070,,
0.2220,30,-7.6,20.2,0.0075,,
0.2305,31,-5.9,20.2,0.0075,,
0.2390,32,-4.4,20.2,0.0075,,
0.2475,33,-2.9,20.2,0.0070,,
0.2560,34,-1.0,20.2,0.0070,,
