Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1487
Scope 1/1, Sample 1/3 (20190419_JUNK)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.5620,71,29.3,18.0,0.0075,,
0.5700,72,30.1,18.0,0.0075,,
0.5785,73,30.9,18.0,0.0075,,
0.5860,74,31.7,18.0,0.0070,,
0.5945,75,32.4,18.0,0.0075,,
0.6030,76,33.0,18.0,0.0075,,
0.6115,77,33.9,18.0,0.0075,,
0.6200,78,34.6,18.0,0.0075,,
0.6280,79,35.3,18.0,0.0075,,
0.6360,80,36.2,18.0,0.0075,,
0.6440,81,37.0,18.0,0.0075,,
0.6525,82,37.7,18.0,0.0075,,
0.6610,83,38.2,18.0,0.0075,,
0.6695,84,38.9,18.0,0.0075,,
0.6780,85,39.7,18.0,0.0075,,
0.6855,86,40.4,18.0,0.0070,,
0.6940,87,41.2,18.0,0.0075,,
0.7025,88,42.0,18.0,0.0075,,
0.7110,89,42.9,18.0,0.0075,,
0.7190,90,43.6,18.0,0.0075,,
0.7275,91,44.5,18.0,0.0075,,
0.7350,92,45.2,18.0,0.0070,,
0.7435,93,45.9,18.0,0.0075,,
0.7520,94,46.7,18.0,0.0075,,
0.7605,95,47.4,18.0,0.0075,,
0.7690,96,48.1,18.0,0.0075,,
0.7775,97,49.0,18.0,0.0075,,
0.7850,98,49.6,18.0,0.0070,,
0.7930,99,50.4,18.0,0.0075,,
0.8015,100,51.2,18.0,0.0075,,
0.8100,101,52.1,18.0,0.0075,,
0.8185,102,52.9,18.0,0.0075,,
0.8270,103,53.7,18.0,0.0075,,
0.8345,104,54.5,18.0,0.0075,,
0.8430,105,55.3,18.0,0.0075,,
0.8515,106,56.1,18.0,0.0075,,
0.8600,107,57.0,18.0,0.0075,,
0.8680,108,57.6,18.1,0.0075,,
0.8765,109,58.4,18.1,0.0075,,
0.8840,110,59.0,18.1,0.0070,,
0.8925,111,60.1,18.0,0.0075,,
0.9010,112,61.5,18.1,0.0075,,
0.9095,113,62.5,18.1,0.0075,,
0.9180,114,63.3,18.1,0.0075,,
0.9265,115,64.0,18.1,0.0075,,
0.9340,116,64.6,18.1,0.0070,,
0.9425,117,65.4,18.1,0.0075,,
0.9505,118,66.2,18.1,0.0075,,
0.9590,119,67.4,18.1,0.0075,,
0.9675,120,68.1,18.1,0.0075,,
0.9760,121,68.9,18.1,0.0085,,
0.9835,122,69.7,18.1,0.0070,,
0.9920,123,70.7,18.1,0.0075,,
1.0005,124,71.6,18.1,0.0075,,
1.0090,125,72.6,18.1,0.0075,,
1.0175,126,73.7,18.1,0.0075,,
1.0255,127,74.6,18.1,0.0080,,
1.0335,128,75.7,18.1,0.0075,,
1.0415,129,77.0,18.1,0.0075,,
1.0500,130,78.0,18.1,0.0075,,
1.0585,131,79.5,18.1,0.0075,,
1.0670,132,80.7,18.1,0.0075,,
1.0745,133,81.6,18.1,0.0070,,
1.0830,134,82.8,18.1,0.0075,,
1.0915,135,84.4,18.1,0.0075,,
1.1000,136,85.4,18.1,0.0075,,
1.1080,137,86.6,18.1,0.0075,,
1.1165,138,88.2,18.1,0.0075,,
1.1250,139,89.4,18.1,0.0085,,
1.1325,140,91.2,18.1,0.0070,,
1.1410,141,92.7,18.1,0.0075,,
1.1495,142,94.3,18.1,0.0075,,
1.1580,143,95.6,18.1,0.0075,,
1.1665,144,97.5,18.1,0.0075,,
1.1740,145,99.0,18.1,0.0070,,
1.1825,146,101.0,18.1,0.0075,,
1.1905,147,102.8,18.1,0.0075,,
1.1990,148,105.0,18.1,0.0075,,
1.2075,149,107.2,18.1,0.0075,,
1.2160,150,109.6,18.1,0.0075,,
1.2235,151,112.0,18.1,0.0070,,
1.2320,152,114.5,18.1,0.0075,,
1.2405,153,117.5,18.1,0.0075,,
1.2490,154,120.4,18.1,0.0075,,
1.2575,155,123.0,18.1,0.0075,,
1.2655,156,126.2,18.1,0.0075,,
1.2735,157,129.3,18.1,0.0075,,
1.2815,158,133.0,18.1,0.0075,,
1.2900,159,136.7,18.1,0.0075,,
1.2985,160,140.4,18.1,0.0075,,
1.3070,161,144.2,18.1,0.0075,,
1.3155,162,148.0,18.1,0.0075,,
1.3230,163,151.1,18.1,0.0070,,
1.3315,164,154.5,18.1,0.0075,,
1.3400,165,158.0,18.1,0.0075,,
1.3480,166,161.2,18.1,0.0075,,
1.3565,167,164.1,18.1,0.0075,,
1.3650,168,166.8,18.1,0.0075,,
1.3725,169,169.1,18.1,0.0070,,
1.3810,170,171.4,18.1,0.0075,,
1.3895,171,173.8,18.1,0.0075,,
1.3980,172,175.9,18.1,0.0075,,
1.4065,173,177.7,18.1,0.0075,,
1.4145,174,179.5,18.1,0.0075,,
1.4225,175,181.2,18.1,0.0075,,
1.4305,176,182.8,18.1,0.0075,,
1.4390,177,184.5,18.1,0.0075,,
1.4445,178,185.0,18.1,0.0070,,
1.4445,418,188.8,18.3,0.0000,,
1.4450,419,188.9,18.3,0.0005,,
1.4465,420,188.8,18.3,0.0015,,
1.4490,421,189.0,18.3,0.0030,,
1.4530,422,189.3,18.3,0.0040,,
1.4595,423,189.8,18.3,0.0065,,
1.4675,424,190.7,18.3,0.0080,,
1.4750,425,191.7,18.3,0.0085,,
1.4835,426,192.8,18.3,0.0095,,
1.4920,427,193.9,18.3,0.0095,,
1.5005,428,194.9,18.3,0.0085,,
1.5090,429,195.8,18.3,0.0085,,
1.5175,430,196.7,18.3,0.0085,,
1.5250,431,197.7,18.3,0.0085,,
1.5335,432,198.5,18.3,0.0095,,
1.5420,433,199.2,18.3,0.0095,,
1.5500,434,200.2,18.3,0.0080,,
1.5585,435,201.0,18.3,0.0085,,
1.5670,436,201.8,18.3,0.0085,,
1.5745,437,202.4,18.3,0.0085,,
1.5830,438,203.2,18.3,0.0095,,
1.5915,439,203.8,18.3,0.0095,,
1.6000,440,204.6,18.3,0.0085,,
1.6085,441,205.2,18.3,0.0085,,
1.6165,442,205.9,18.3,0.0080,,
1.6245,443,206.4,18.3,0.0090,,
1.6325,444,207.1,18.3,0.0090,,
1.6410,445,207.7,18.3,0.0095,,
1.6495,446,208.3,18.3,0.0085,,
1.6580,447,208.9,18.3,0.0085,,
1.6665,448,209.5,18.3,0.0085,,
1.6740,449,210.0,18.3,0.0085,,
1.6825,450,210.6,18.3,0.0095,,
1.6905,451,211.1,18.3,0.0090,,
1.6990,452,211.6,18.3,0.0085,,
1.7075,453,212.2,18.3,0.0085,,
1.7160,454,212.7,18.3,0.0085,,
1.7235,455,213.1,18.3,0.0085,,
1.7320,456,213.6,18.3,0.0095,,
1.7405,457,214.1,18.3,0.0095,,
1.7490,458,214.6,18.3,0.0085,,
1.7575,459,215.0,18.3,0.0085,,
1.7655,460,215.5,18.3,0.0080,,
1.7735,461,215.9,18.3,0.0090,,
1.7815,462,216.3,18.3,0.0090,,
1.7900,463,216.8,18.3,0.0095,,
1.7985,464,217.1,18.3,0.0085,,
1.8070,465,217.6,18.3,0.0085,,
1.8155,466,218.0,18.3,0.0085,,
1.8230,467,218.3,18.3,0.0085,,
1.8315,468,218.7,18.3,0.0095,,
1.8400,469,219.1,18.3,0.0085,,
1.8485,470,219.5,18.3,0.0085,,
1.8565,471,219.8,18.3,0.0080,,
1.8650,472,220.3,18.3,0.0085,,
1.8725,473,220.6,18.3,0.0085,,
1.8810,474,221.0,18.3,0.0095,,
1.8895,475,221.3,18.3,0.0095,,
1.8980,476,221.6,18.3,0.0085,,
1.9065,477,222.0,18.3,0.0085,,
1.9150,478,222.3,18.3,0.0085,,
1.9225,479,222.6,18.3,0.0085,,
1.9310,480,222.9,18.3,0.0095,,
1.9390,481,223.2,18.3,0.0080,,
1.9475,482,223.5,18.3,0.0085,,
1.9560,483,223.9,18.3,0.0085,,
1.9645,484,224.2,18.3,0.0085,,
1.9720,485,224.5,18.3,0.0085,,
1.9805,486,224.8,18.3,0.0095,,
1.9890,487,225.2,18.3,0.0095,,
1.9970,488,225.4,18.3,0.0080,,
2.0055,489,225.7,18.3,0.0085,,
2.0140,490,226.0,18.3,0.0085,,
2.0215,491,226.3,18.3,0.0085,,
2.0300,492,226.6,18.3,0.0095,,
2.0385,493,226.9,18.3,0.0095,,
2.0470,494,227.2,18.3,0.0085,,
2.0555,495,227.4,18.3,0.0085,,
2.0635,496,227.7,18.3,0.0080,,
2.0715,497,227.9,18.3,0.0090,,
2.0795,498,228.2,18.3,0.0090,,
2.0880,499,228.5,18.3,0.0095,,
2.0965,500,228.7,18.3,0.0085,,
2.1050,501,228.9,18.3,0.0085,,
2.1135,502,229.3,18.3,0.0085,,
2.1210,503,229.4,18.3,0.0085,,
2.1295,504,229.8,18.3,0.0095,,
2.1380,505,230.0,18.3,0.0095,,
2.1465,506,230.3,18.3,0.0085,,
2.1545,507,230.4,18.3,0.0080,,
2.1630,508,230.7,18.3,0.0085,,
2.1705,509,230.9,18.3,0.0085,,
2.1790,510,231.2,18.3,0.0095,,
2.1875,511,231.4,18.3,0.0095,,
2.1960,512,231.7,18.3,0.0085,,
2.2045,513,231.9,18.3,0.0085,,
2.2125,514,232.1,18.3,0.0080,,
2.2205,515,232.3,18.3,0.0090,,
2.2285,516,232.5,18.3,0.0090,,
2.2370,517,232.7,18.3,0.0095,,
2.2455,518,233.0,18.3,0.0085,,
2.2540,519,233.2,18.3,0.0085,,
2.2625,520,233.4,18.3,0.0085,,
2.2700,521,233.6,18.3,0.0085,,
2.2785,522,233.8,18.3,0.0095,,
2.2870,523,234.1,18.3,0.0095,,
2.2945,524,234.3,18.3,0.0075,,
2.3000,525,234.4,18.3,0.0055,,
2.3030,526,234.5,18.3,0.0030,,
2.3030,527,234.6,18.3,0.0000,,
2.3040,528,234.7,18.3,0.0010,,
2.3060,529,234.7,18.3,0.0020,,
2.3085,530,234.7,18.3,0.0025,,
2.3125,531,234.8,18.3,0.0040,,
2.3180,532,234.9,18.3,0.0055,,
2.3230,533,235.0,18.3,0.0050,,
Scope 1/1, Sample 2/3 (20190419_CRM1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-64.3,19.3,NaN,,
0.0010,1,-64.7,19.3,0.0010,,
0.0025,2,-64.7,19.3,0.0015,,
0.0050,3,-64.6,19.3,0.0025,,
0.0090,4,-64.5,19.3,0.0035,,
0.0150,5,-64.3,19.3,0.0055,,
0.0235,6,-63.8,19.3,0.0075,,
0.0310,7,-63.0,19.3,0.0075,,
0.0395,8,-62.1,19.3,0.0085,,
0.0480,9,-61.1,19.3,0.0075,,
0.0565,10,-59.9,19.3,0.0075,,
0.0650,11,-58.7,19.3,0.0075,,
0.0735,12,-57.3,19.3,0.0075,,
0.0810,13,-56.0,19.3,0.0075,,
0.0895,14,-54.4,19.3,0.0085,,
0.0975,15,-52.8,19.3,0.0075,,
0.1060,16,-51.1,19.3,0.0075,,
0.1145,17,-49.3,19.3,0.0075,,
0.1230,18,-47.4,19.3,0.0075,,
0.1305,19,-45.5,19.3,0.0075,,
0.1390,20,-43.1,19.3,0.0085,,
0.1475,21,-40.7,19.3,0.0075,,
0.1560,22,-38.1,19.3,0.0075,,
0.1645,23,-35.2,19.3,0.0075,,
0.1725,24,-32.2,19.3,0.0075,,
0.1805,25,-29.2,19.3,0.0080,,
0.1885,26,-25.9,19.3,0.0080,,
0.1970,27,-22.5,19.3,0.0075,,
0.2055,28,-19.1,19.3,0.0075,,
0.2140,29,-16.0,19.3,0.0075,,
0.2225,30,-13.2,19.3,0.0075,,
0.2300,31,-10.9,19.3,0.0075,,
0.2385,32,-8.7,19.3,0.0085,,
0.2470,33,-6.8,19.3,0.0075,,
0.2555,34,-5.0,19.3,0.0075,,
0.2635,35,-3.3,19.3,0.0075,,
0.2720,36,-1.4,19.3,0.0085,,
0.2795,37,-0.1,19.3,0.0075,,
0.2880,38,0.9,19.3,0.0075,,
0.2965,39,2.2,19.3,0.0075,,
0.3050,40,3.4,19.3,0.0075,,
0.3135,41,4.5,19.3,0.0075,,
0.3210,42,5.4,19.3,0.0075,,
0.3295,43,6.3,19.3,0.0085,,
0.3380,44,7.3,19.3,0.0075,,
0.3460,45,8.3,19.3,0.0075,,
0.3545,46,9.4,19.3,0.0075,,
0.3630,47,10.3,19.3,0.0075,,
0.3705,48,11.3,19.3,0.0075,,
0.3790,49,12.2,19.3,0.0085,,
0.3875,50,13.2,19.3,0.0075,,
0.3960,51,14.3,19.3,0.0075,,
0.4045,52,15.2,19.3,0.0075,,
0.4125,53,15.9,19.3,0.0075,,
0.4205,54,16.8,19.3,0.0080,,
0.4285,55,17.6,19.3,0.0080,,
0.4370,56,18.6,19.3,0.0075,,
0.4455,57,19.5,19.3,0.0075,,
0.4540,58,20.3,19.3,0.0075,,
0.4625,59,21.1,19.3,0.0075,,
0.4700,60,21.8,19.3,0.0075,,
0.4785,61,22.6,19.3,0.0085,,
0.4870,62,23.4,19.3,0.0075,,
0.4950,63,24.3,19.3,0.0075,,
0.5035,64,25.1,19.3,0.0075,,
0.5120,65,25.9,19.3,0.0075,,
0.5195,66,26.8,19.3,0.0075,,
0.5280,67,27.6,19.3,0.0085,,
0.5365,68,28.4,19.3,0.0075,,
0.5450,69,29.0,19.3,0.0075,,
0.5535,70,29.8,19.3,0.0075,,
0.5620,71,30.7,19.3,0.0075,,
0.5695,72,31.5,19.3,0.0075,,
0.5780,73,32.3,19.3,0.0085,,
0.5860,74,33.2,19.3,0.0075,,
0.5945,75,33.9,19.3,0.0075,,
0.6030,76,34.6,19.3,0.0075,,
0.6115,77,35.4,19.3,0.0085,,
0.6190,78,36.2,19.3,0.0075,,
0.6275,79,36.8,19.3,0.0075,,
0.6360,80,37.6,19.3,0.0075,,
0.6445,81,38.4,19.3,0.0075,,
0.6530,82,39.1,19.3,0.0075,,
0.6610,83,39.8,19.3,0.0080,,
0.6690,84,40.5,19.3,0.0080,,
0.6770,85,41.3,19.3,0.0075,,
0.6855,86,42.2,19.3,0.0075,,
0.6940,87,42.9,19.3,0.0075,,
0.7025,88,43.7,19.3,0.0075,,
0.7100,89,44.5,19.3,0.0075,,
0.7185,90,45.3,19.3,0.0085,,
0.7270,91,46.3,19.3,0.0075,,
0.7355,92,47.0,19.3,0.0075,,
0.7440,93,47.9,19.3,0.0075,,
0.7520,94,48.8,19.3,0.0075,,
0.7595,95,49.6,19.3,0.0075,,
0.7680,96,50.5,19.3,0.0085,,
0.7765,97,51.3,19.3,0.0075,,
0.7850,98,52.0,19.3,0.0075,,
0.7935,99,52.6,19.3,0.0075,,
0.8020,100,53.4,19.3,0.0075,,
0.8095,101,54.0,19.3,0.0075,,
0.8180,102,54.9,19.3,0.0085,,
0.8260,103,55.9,19.3,0.0075,,
0.8345,104,56.9,19.3,0.0075,,
0.8430,105,57.8,19.3,0.0075,,
0.8515,106,58.8,19.3,0.0075,,
0.8590,107,59.5,19.3,0.0075,,
0.8675,108,60.3,19.3,0.0085,,
0.8760,109,61.3,19.3,0.0075,,
0.8845,110,62.3,19.3,0.0075,,
0.8925,111,63.2,19.3,0.0075,,
0.9010,112,64.0,19.3,0.0075,,
0.9095,113,64.7,19.3,0.0085,,
0.9170,114,65.6,19.3,0.0075,,
0.9255,115,66.4,19.3,0.0075,,
0.9340,116,67.4,19.3,0.0075,,
0.9425,117,68.3,19.3,0.0075,,
0.9510,118,69.3,19.3,0.0075,,
0.9590,119,70.0,19.3,0.0080,,
0.9670,120,70.9,19.3,0.0080,,
0.9750,121,71.8,19.3,0.0080,,
0.9835,122,72.8,19.3,0.0075,,
0.9920,123,73.9,19.3,0.0075,,
1.0005,124,75.3,19.3,0.0075,,
1.0090,125,76.5,19.3,0.0085,,
1.0165,126,77.5,19.3,0.0075,,
1.0250,127,78.4,19.3,0.0075,,
1.0335,128,79.4,19.3,0.0075,,
1.0420,129,81.1,19.3,0.0075,,
1.0500,130,82.2,19.3,0.0075,,
1.0580,131,83.0,19.3,0.0080,,
1.0660,132,84.2,19.3,0.0080,,
1.0745,133,85.5,19.3,0.0075,,
1.0830,134,86.7,19.3,0.0075,,
1.0915,135,88.1,19.3,0.0075,,
1.1000,136,89.5,19.3,0.0075,,
1.1075,137,91.0,19.3,0.0075,,
1.1160,138,92.6,19.3,0.0085,,
1.1245,139,94.4,19.3,0.0075,,
1.1325,140,96.1,19.3,0.0075,,
1.1410,141,97.6,19.3,0.0075,,
1.1495,142,99.2,19.3,0.0075,,
1.1570,143,100.7,19.3,0.0075,,
1.1655,144,102.4,19.3,0.0085,,
1.1740,145,104.5,19.3,0.0075,,
1.1825,146,106.7,19.3,0.0075,,
1.1910,147,108.8,19.3,0.0075,,
1.1990,148,110.7,19.3,0.0075,,
1.2070,149,113.0,19.3,0.0080,,
1.2150,150,115.7,19.3,0.0080,,
1.2235,151,118.5,19.3,0.0075,,
1.2320,152,121.5,19.3,0.0075,,
1.2405,153,124.8,19.3,0.0075,,
1.2490,154,127.9,19.3,0.0075,,
1.2565,155,130.5,19.3,0.0075,,
1.2650,156,134.2,19.3,0.0085,,
1.2735,157,137.9,19.3,0.0075,,
1.2815,158,141.5,19.3,0.0075,,
1.2900,159,145.5,19.3,0.0075,,
1.2985,160,149.1,19.3,0.0075,,
1.3060,161,152.5,19.3,0.0075,,
1.3145,162,156.0,19.3,0.0085,,
1.3230,163,159.4,19.3,0.0075,,
1.3315,164,162.6,19.3,0.0075,,
1.3400,165,165.5,19.3,0.0075,,
1.3480,166,168.2,19.3,0.0075,,
1.3560,167,170.4,19.3,0.0080,,
1.3640,168,173.0,19.3,0.0080,,
1.3725,169,175.3,19.3,0.0075,,
1.3810,170,177.4,19.3,0.0075,,
1.3895,171,179.2,19.3,0.0075,,
1.3980,172,181.0,19.3,0.0075,,
1.4055,173,182.6,19.3,0.0075,,
1.4140,174,184.3,19.3,0.0085,,
1.4200,175,185.1,19.3,0.0075,,
1.4200,415,188.3,19.4,0.0000,,
1.4205,416,188.2,19.4,0.0005,,
1.4220,417,188.2,19.4,0.0020,,
1.4245,418,188.4,19.4,0.0030,,
1.4285,419,188.7,19.4,0.0045,,
1.4345,420,189.3,19.4,0.0065,,
1.4430,421,190.2,19.4,0.0095,,
1.4505,422,191.2,19.4,0.0095,,
1.4585,423,192.3,19.4,0.0100,,
1.4670,424,193.5,19.4,0.0105,,
1.4755,425,194.5,19.4,0.0095,,
1.4840,426,195.6,19.4,0.0095,,
1.4925,427,196.5,19.4,0.0095,,
1.5000,428,197.4,19.4,0.0095,,
1.5085,429,198.4,19.4,0.0105,,
1.5170,430,199.2,19.4,0.0095,,
1.5255,431,200.0,19.4,0.0095,,
1.5335,432,200.9,19.4,0.0090,,
1.5420,433,201.7,19.4,0.0095,,
1.5495,434,202.5,19.4,0.0095,,
1.5580,435,203.3,19.4,0.0105,,
1.5665,436,204.0,19.4,0.0105,,
1.5750,437,204.8,19.4,0.0095,,
1.5835,438,205.4,19.4,0.0095,,
1.5915,439,206.1,19.4,0.0090,,
1.5995,440,206.6,19.4,0.0100,,
1.6080,441,207.2,19.4,0.0105,,
1.6160,442,207.9,19.4,0.0090,,
1.6245,443,208.5,19.4,0.0095,,
1.6330,444,209.2,19.4,0.0095,,
1.6415,445,209.8,19.4,0.0095,,
1.6490,446,210.3,19.4,0.0095,,
1.6575,447,210.9,19.4,0.0105,,
1.6660,448,211.4,19.4,0.0105,,
1.6745,449,211.9,19.4,0.0095,,
1.6825,450,212.4,19.4,0.0090,,
1.6910,451,213.0,19.4,0.0095,,
1.6985,452,213.4,19.4,0.0095,,
1.7070,453,213.9,19.4,0.0105,,
1.7155,454,214.3,19.4,0.0095,,
1.7240,455,214.9,19.4,0.0095,,
1.7325,456,215.3,19.4,0.0095,,
1.7410,457,215.8,19.4,0.0105,,
1.7485,458,216.3,19.4,0.0095,,
1.7570,459,216.8,19.4,0.0105,,
1.7650,460,217.2,19.4,0.0090,,
1.7735,461,217.6,19.4,0.0095,,
1.7820,462,218.1,19.4,0.0095,,
1.7905,463,218.4,19.4,0.0105,,
1.7980,464,218.8,19.4,0.0095,,
1.8065,465,219.2,19.4,0.0105,,
1.8150,466,219.6,19.4,0.0095,,
1.8235,467,220.0,19.4,0.0095,,
1.8320,468,220.4,19.4,0.0095,,
1.8400,469,220.8,19.4,0.0100,,
1.8475,470,221.1,19.4,0.0095,,
1.8560,471,221.5,19.4,0.0105,,
1.8645,472,221.8,19.4,0.0095,,
1.8730,473,222.3,19.4,0.0095,,
1.8815,474,222.6,19.4,0.0095,,
1.8900,475,222.9,19.4,0.0105,,
1.8975,476,223.2,19.4,0.0095,,
1.9060,477,223.6,19.4,0.0105,,
1.9140,478,223.9,19.4,0.0090,,
1.9225,479,224.2,19.4,0.0095,,
1.9310,480,224.6,19.4,0.0095,,
1.9395,481,224.8,19.4,0.0105,,
1.9470,482,225.2,19.4,0.0095,,
1.9555,483,225.5,19.4,0.0105,,
1.9640,484,225.8,19.4,0.0095,,
1.9725,485,226.2,19.4,0.0095,,
1.9805,486,226.5,19.4,0.0090,,
1.9890,487,226.7,19.4,0.0105,,
1.9970,488,227.0,19.4,0.0100,,
2.0050,489,227.3,19.4,0.0100,,
2.0135,490,227.6,19.4,0.0095,,
2.0220,491,227.8,19.4,0.0095,,
2.0305,492,228.1,19.4,0.0095,,
2.0380,493,228.4,19.4,0.0095,,
2.0465,494,228.7,19.4,0.0105,,
2.0550,495,229.0,19.4,0.0105,,
2.0635,496,229.2,19.4,0.0095,,
2.0715,497,229.5,19.4,0.0090,,
2.0800,498,229.7,19.4,0.0095,,
2.0875,499,230.0,19.4,0.0095,,
2.0960,500,230.2,19.4,0.0105,,
2.1045,501,230.4,19.4,0.0105,,
2.1130,502,230.7,19.4,0.0095,,
2.1215,503,231.0,19.4,0.0095,,
2.1300,504,231.2,19.4,0.0095,,
2.1380,505,231.5,19.4,0.0100,,
2.1460,506,231.7,19.4,0.0100,,
2.1540,507,231.9,19.4,0.0100,,
2.1625,508,232.2,19.4,0.0095,,
2.1710,509,232.5,19.4,0.0095,,
2.1795,510,232.6,19.4,0.0095,,
2.1870,511,232.9,19.4,0.0095,,
2.1955,512,233.1,19.4,0.0105,,
2.2040,513,233.3,19.4,0.0105,,
2.2125,514,233.5,19.4,0.0095,,
2.2205,515,233.8,19.4,0.0090,,
2.2290,516,234.0,19.4,0.0095,,
2.2355,517,234.2,19.4,0.0080,,
2.2410,518,234.4,19.4,0.0070,,
2.2460,519,234.5,19.4,0.0060,,
2.2490,520,234.6,19.4,0.0035,,
2.2510,521,234.7,19.4,0.0020,,
2.2530,522,234.8,19.4,0.0020,,
2.2555,523,234.9,19.4,0.0030,,
2.2585,524,234.9,19.4,0.0035,,
2.2635,525,235.0,19.4,0.0050,,
Scope 1/1, Sample 3/3 (20190419_CRM2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-64.2,19.4,NaN,,
0.0010,1,-64.4,19.4,0.0010,,
0.0025,2,-64.5,19.4,0.0015,,
0.0050,3,-64.5,19.4,0.0025,,
0.0085,4,-64.4,19.4,0.0030,,
0.0150,5,-64.1,19.4,0.0060,,
0.0230,6,-63.6,19.4,0.0075,,
0.0315,7,-62.7,19.4,0.0075,,
0.0390,8,-62.0,19.4,0.0075,,
0.0475,9,-60.9,19.4,0.0075,,
0.0560,10,-59.6,19.4,0.0075,,
0.0645,11,-58.4,19.4,0.0075,,
0.0730,12,-57.1,19.4,0.0075,,
0.0810,13,-55.6,19.4,0.0075,,
0.0890,14,-54.3,19.4,0.0080,,
0.0970,15,-52.6,19.4,0.0075,,
0.1055,16,-51.0,19.4,0.0075,,
0.1140,17,-49.1,19.4,0.0075,,
0.1225,18,-47.2,19.4,0.0075,,
0.1310,19,-45.0,19.4,0.0075,,
0.1385,20,-42.9,19.4,0.0075,,
0.1470,21,-40.5,19.4,0.0075,,
0.1555,22,-37.9,19.4,0.0075,,
0.1640,23,-35.1,19.4,0.0075,,
0.1720,24,-32.0,19.4,0.0075,,
0.1805,25,-29.2,19.4,0.0085,,
0.1880,26,-25.8,19.4,0.0075,,
0.1965,27,-22.3,19.4,0.0075,,
0.2050,28,-18.9,19.4,0.0075,,
0.2135,29,-15.8,19.4,0.0075,,
