Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1488
Scope 1/1, Sample 1/8 (H1_T1-A)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.3710,48,30.9,17.8,0.0085,,
0.3785,49,31.6,17.8,0.0075,,
0.3870,50,32.4,17.8,0.0075,,
0.3955,51,33.1,17.8,0.0075,,
0.4040,52,33.8,17.8,0.0075,,
0.4120,53,34.5,17.8,0.0075,,
0.4205,54,35.1,17.8,0.0075,,
0.4280,55,35.6,17.8,0.0075,,
0.4365,56,36.4,17.8,0.0085,,
0.4450,57,37.2,17.8,0.0075,,
0.4535,58,37.8,17.8,0.0075,,
0.4620,59,38.7,17.8,0.0075,,
0.4705,60,39.4,17.8,0.0085,,
0.4780,61,40.2,17.8,0.0075,,
0.4865,62,41.0,17.8,0.0075,,
0.4950,63,41.7,17.8,0.0075,,
0.5030,64,42.5,17.8,0.0075,,
0.5115,65,43.4,17.8,0.0075,,
0.5200,66,43.9,17.8,0.0085,,
0.5275,67,44.6,17.8,0.0075,,
0.5360,68,45.1,17.8,0.0075,,
0.5445,69,45.9,17.8,0.0075,,
0.5530,70,46.6,17.8,0.0075,,
0.5615,71,47.3,17.8,0.0075,,
0.5690,72,47.8,17.8,0.0075,,
0.5775,73,49.0,17.8,0.0085,,
0.5855,74,49.6,17.8,0.0075,,
0.5940,75,50.5,17.8,0.0075,,
0.6025,76,51.6,17.8,0.0075,,
0.6110,77,52.1,17.8,0.0075,,
0.6185,78,52.7,17.8,0.0075,,
0.6270,79,53.4,17.8,0.0085,,
0.6355,80,54.0,17.8,0.0075,,
0.6440,81,54.7,17.8,0.0075,,
0.6525,82,55.3,17.8,0.0075,,
0.6605,83,56.0,17.8,0.0075,,
0.6685,84,57.0,17.8,0.0080,,
0.6765,85,57.9,17.8,0.0080,,
0.6850,86,58.5,17.8,0.0075,,
0.6935,87,59.1,17.8,0.0075,,
0.7020,88,59.8,17.8,0.0075,,
0.7105,89,60.7,17.8,0.0075,,
0.7180,90,61.2,17.8,0.0075,,
0.7265,91,62.2,17.8,0.0085,,
0.7350,92,62.9,17.8,0.0075,,
0.7430,93,63.5,17.8,0.0075,,
0.7515,94,64.6,17.8,0.0075,,
0.7600,95,65.4,17.8,0.0075,,
0.7675,96,66.0,17.8,0.0075,,
0.7760,97,66.9,17.8,0.0085,,
0.7845,98,67.5,17.8,0.0075,,
0.7930,99,68.4,17.8,0.0075,,
0.8015,100,69.3,17.8,0.0075,,
0.8100,101,70.0,17.8,0.0085,,
0.8175,102,70.9,17.8,0.0075,,
0.8260,103,71.9,17.8,0.0075,,
0.8340,104,72.8,17.8,0.0075,,
0.8425,105,73.7,17.9,0.0075,,
0.8510,106,75.0,17.9,0.0075,,
0.8585,107,75.6,17.9,0.0075,,
0.8670,108,76.6,17.9,0.0085,,
0.8755,109,77.5,17.9,0.0075,,
0.8840,110,78.6,17.9,0.0075,,
0.8925,111,79.2,17.9,0.0075,,
0.9010,112,80.6,17.9,0.0075,,
0.9085,113,82.0,17.9,0.0075,,
0.9170,114,82.9,17.9,0.0085,,
0.9250,115,83.9,17.9,0.0075,,
0.9335,116,84.4,17.9,0.0075,,
0.9420,117,85.9,17.9,0.0075,,
0.9505,118,87.1,17.9,0.0075,,
0.9580,119,88.5,17.9,0.0075,,
0.9665,120,89.8,17.9,0.0085,,
0.9750,121,90.7,17.9,0.0075,,
0.9835,122,91.8,17.9,0.0075,,
0.9915,123,93.1,17.9,0.0075,,
1.0000,124,94.5,17.9,0.0075,,
1.0075,125,96.0,17.9,0.0075,,
1.0160,126,97.5,17.9,0.0085,,
1.0245,127,99.4,17.9,0.0075,,
1.0330,128,100.8,17.9,0.0075,,
1.0415,129,102.2,17.9,0.0075,,
1.0500,130,104.1,17.9,0.0075,,
1.0575,131,106.0,17.9,0.0075,,
1.0660,132,108.0,17.9,0.0085,,
1.0740,133,110.6,17.9,0.0075,,
1.0825,134,112.4,17.9,0.0075,,
1.0910,135,114.6,17.9,0.0075,,
1.0995,136,116.7,17.9,0.0075,,
1.1080,137,118.9,17.9,0.0085,,
1.1155,138,121.8,17.9,0.0075,,
1.1240,139,125.0,17.9,0.0075,,
1.1325,140,128.3,17.9,0.0075,,
1.1410,141,131.2,17.9,0.0075,,
1.1490,142,134.8,17.9,0.0075,,
1.1570,143,137.5,17.9,0.0080,,
1.1650,144,141.0,17.9,0.0080,,
1.1735,145,144.6,17.9,0.0075,,
1.1820,146,148.3,17.9,0.0075,,
1.1905,147,151.6,17.9,0.0075,,
1.1990,148,154.7,17.9,0.0085,,
1.2065,149,157.9,17.9,0.0075,,
1.2150,150,161.3,17.9,0.0075,,
1.2235,151,164.4,17.9,0.0075,,
1.2320,152,167.1,17.9,0.0075,,
1.2400,153,169.8,17.9,0.0075,,
1.2480,154,171.8,17.9,0.0080,,
1.2560,155,174.2,17.9,0.0080,,
1.2645,156,176.3,17.9,0.0075,,
1.2730,157,178.0,17.9,0.0075,,
1.2815,158,179.7,17.9,0.0075,,
1.2900,159,181.6,17.9,0.0075,,
1.2975,160,183.0,17.9,0.0075,,
1.3060,161,184.5,17.9,0.0085,,
1.3110,162,185.1,17.9,0.0070,,
1.3110,402,188.0,18.1,0.0000,,
1.3115,403,187.9,18.1,0.0005,,
1.3130,404,188.0,18.1,0.0020,,
1.3155,405,188.1,18.1,0.0035,,
1.3195,406,188.4,18.1,0.0050,,
1.3260,407,189.1,18.1,0.0080,,
1.3345,408,190.1,18.1,0.0105,,
1.3420,409,191.1,18.1,0.0105,,
1.3505,410,192.2,18.1,0.0120,,
1.3590,411,193.3,18.1,0.0120,,
1.3670,412,194.3,18.1,0.0100,,
1.3755,413,195.4,18.1,0.0105,,
1.3840,414,196.3,18.1,0.0105,,
1.3915,415,197.1,18.1,0.0105,,
1.4000,416,198.0,18.1,0.0120,,
1.4085,417,198.9,18.1,0.0105,,
1.4170,418,199.6,18.1,0.0105,,
1.4255,419,200.4,18.1,0.0105,,
1.4340,420,201.2,18.1,0.0105,,
1.4415,421,201.9,18.1,0.0105,,
1.4500,422,202.7,18.1,0.0120,,
1.4580,423,203.5,18.1,0.0100,,
1.4665,424,204.1,18.1,0.0105,,
1.4750,425,204.8,18.1,0.0105,,
1.4835,426,205.5,18.1,0.0105,,
1.4910,427,206.1,18.1,0.0105,,
1.4995,428,206.8,18.1,0.0120,,
1.5080,429,207.5,18.1,0.0105,,
1.5165,430,208.0,18.1,0.0105,,
1.5245,431,208.6,18.1,0.0100,,
1.5325,432,209.2,18.2,0.0115,,
1.5410,433,209.7,18.1,0.0120,,
1.5490,434,210.2,18.1,0.0115,,
1.5575,435,210.9,18.1,0.0105,,
1.5660,436,211.3,18.2,0.0105,,
1.5745,437,211.9,18.2,0.0105,,
1.5820,438,212.3,18.2,0.0105,,
1.5905,439,212.7,18.2,0.0120,,
1.5990,440,213.2,18.2,0.0120,,
1.6075,441,213.7,18.2,0.0105,,
1.6155,442,214.2,18.2,0.0100,,
1.6240,443,214.7,18.2,0.0105,,
1.6315,444,215.1,18.2,0.0105,,
1.6400,445,215.6,18.2,0.0120,,
1.6485,446,216.0,18.2,0.0120,,
1.6570,447,216.5,18.2,0.0105,,
1.6655,448,216.8,18.2,0.0105,,
1.6740,449,217.2,18.2,0.0105,,
1.6815,450,217.6,18.2,0.0105,,
1.6900,451,218.0,18.2,0.0120,,
1.6980,452,218.4,18.2,0.0115,,
1.7065,453,218.9,18.2,0.0105,,
1.7150,454,219.2,18.2,0.0105,,
1.7235,455,219.6,18.2,0.0105,,
1.7310,456,220.0,18.2,0.0105,,
1.7395,457,220.4,18.2,0.0120,,
1.7480,458,220.7,18.2,0.0120,,
1.7565,459,221.0,18.2,0.0105,,
1.7645,460,221.4,18.2,0.0100,,
1.7730,461,221.8,18.2,0.0105,,
1.7805,462,222.1,18.2,0.0105,,
1.7890,463,222.4,18.2,0.0120,,
1.7975,464,222.7,18.2,0.0120,,
1.8060,465,223.0,18.2,0.0105,,
1.8145,466,223.4,18.2,0.0105,,
1.8230,467,223.7,18.2,0.0120,,
1.8305,468,224.0,18.2,0.0105,,
1.8390,469,224.3,18.2,0.0120,,
1.8475,470,224.6,18.2,0.0105,,
1.8555,471,224.9,18.2,0.0100,,
1.8640,472,225.3,18.2,0.0105,,
1.8725,473,225.5,18.2,0.0105,,
1.8800,474,225.8,18.2,0.0105,,
1.8885,475,226.1,18.2,0.0120,,
1.8970,476,226.4,18.2,0.0120,,
1.9055,477,226.7,18.2,0.0105,,
1.9140,478,227.0,18.2,0.0105,,
1.9220,479,227.3,18.2,0.0100,,
1.9300,480,227.6,18.2,0.0115,,
1.9380,481,227.8,18.2,0.0115,,
1.9465,482,228.1,18.2,0.0120,,
1.9550,483,228.3,18.2,0.0105,,
1.9635,484,228.6,18.2,0.0105,,
1.9720,485,228.9,18.2,0.0105,,
1.9795,486,229.1,18.2,0.0105,,
1.9880,487,229.4,18.2,0.0120,,
1.9965,488,229.6,18.2,0.0120,,
2.0045,489,229.8,18.2,0.0100,,
2.0130,490,230.1,18.2,0.0105,,
2.0215,491,230.3,18.2,0.0105,,
2.0290,492,230.5,18.2,0.0105,,
2.0375,493,230.8,18.2,0.0120,,
2.0460,494,231.0,18.2,0.0105,,
2.0545,495,231.3,18.2,0.0105,,
2.0630,496,231.5,18.2,0.0105,,
2.0710,497,231.7,18.2,0.0115,,
2.0790,498,231.9,18.2,0.0115,,
2.0875,499,232.1,18.2,0.0120,,
2.0955,500,232.5,18.2,0.0100,,
2.1040,501,232.6,18.2,0.0105,,
2.1125,502,232.9,18.2,0.0105,,
2.1200,503,233.1,18.2,0.0105,,
2.1285,504,233.3,18.2,0.0120,,
2.1370,505,233.5,18.2,0.0120,,
2.1455,506,233.6,18.2,0.0105,,
2.1540,507,233.9,18.2,0.0105,,
2.1620,508,234.1,18.2,0.0100,,
2.1680,509,234.3,18.2,0.0085,,
2.1735,510,234.5,18.2,0.0080,,
2.1745,511,234.6,18.2,0.0015,,
2.1755,512,234.6,18.2,0.0010,,
2.1770,513,234.6,18.2,0.0020,,
2.1790,514,234.7,18.2,0.0025,,
2.1820,515,234.8,18.2,0.0045,,
2.1865,516,234.9,18.2,0.0065,,
2.1925,517,235.0,18.2,0.0075,,
2.1950,517,235.0,18.2,0.0125,,
Scope 1/1, Sample 2/8 (H1_T1-B)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-23.3,18.1,NaN,,
0.0010,1,-23.7,18.1,0.0010,,
0.0025,2,-23.8,18.1,0.0015,,
0.0050,3,-23.7,18.1,0.0025,,
0.0090,4,-23.3,18.1,0.0035,,
0.0150,5,-22.6,18.1,0.0055,,
0.0235,6,-21.2,18.1,0.0075,,
0.0320,7,-18.9,18.1,0.0075,,
0.0395,8,-16.2,18.1,0.0075,,
0.0480,9,-13.2,18.1,0.0075,,
0.0565,10,-10.2,18.1,0.0075,,
0.0650,11,-7.4,18.1,0.0075,,
0.0735,12,-4.9,18.1,0.0075,,
0.0815,13,-2.3,18.1,0.0075,,
0.0895,14,0.0,18.1,0.0080,,
0.0975,15,1.0,18.1,0.0075,,
0.1060,16,2.5,18.1,0.0075,,
0.1145,17,3.8,18.1,0.0075,,
0.1230,18,5.0,18.1,0.0075,,
0.1315,19,6.2,18.1,0.0075,,
0.1390,20,7.3,18.1,0.0075,,
0.1475,21,8.4,18.1,0.0075,,
0.1560,22,9.7,18.1,0.0075,,
0.1640,23,10.6,18.1,0.0075,,
0.1725,24,11.6,18.1,0.0075,,
0.1810,25,12.4,18.1,0.0085,,
0.1885,26,13.2,18.1,0.0075,,
0.1970,27,14.2,18.1,0.0075,,
0.2055,28,15.0,18.1,0.0075,,
0.2140,29,15.9,18.1,0.0075,,
0.2225,30,16.8,18.1,0.0075,,
0.2305,31,17.7,18.1,0.0075,,
0.2385,32,18.6,18.1,0.0080,,
0.2465,33,19.4,18.1,0.0075,,
0.2550,34,20.2,18.1,0.0075,,
0.2635,35,20.9,18.1,0.0075,,
0.2720,36,22.0,18.1,0.0075,,
0.2805,37,22.7,18.1,0.0085,,
0.2880,38,23.5,18.1,0.0075,,
0.2965,39,24.2,18.2,0.0075,,
0.3050,40,24.9,18.1,0.0075,,
0.3130,41,25.8,18.1,0.0075,,
0.3215,42,26.4,18.1,0.0075,,
0.3300,43,27.1,18.1,0.0075,,
0.3375,44,27.8,18.2,0.0075,,
0.3460,45,28.6,18.2,0.0075,,
0.3545,46,29.4,18.2,0.0075,,
0.3630,47,30.3,18.2,0.0075,,
0.3715,48,31.0,18.2,0.0075,,
0.3795,49,32.1,18.2,0.0075,,
0.3875,50,32.9,18.2,0.0080,,
0.3955,51,33.3,18.2,0.0075,,
0.4040,52,34.0,18.2,0.0075,,
0.4125,53,34.7,18.2,0.0075,,
0.4210,54,35.2,18.2,0.0075,,
0.4295,55,35.8,18.2,0.0075,,
0.4370,56,36.5,18.2,0.0075,,
0.4455,57,37.3,18.2,0.0075,,
0.4540,58,37.8,18.2,0.0075,,
0.4620,59,38.5,18.2,0.0075,,
0.4705,60,39.4,18.2,0.0075,,
0.4790,61,40.1,18.2,0.0085,,
0.4865,62,40.5,18.2,0.0075,,
0.4950,63,41.3,18.2,0.0075,,
0.5035,64,42.4,18.2,0.0075,,
0.5120,65,43.1,18.2,0.0075,,
0.5205,66,43.9,18.2,0.0075,,
0.5280,67,44.5,18.2,0.0075,,
0.5365,68,45.0,18.2,0.0085,,
0.5450,69,45.5,18.2,0.0075,,
0.5530,70,46.1,18.2,0.0075,,
0.5615,71,46.8,18.2,0.0075,,
0.5700,72,47.6,18.2,0.0075,,
0.5785,73,48.2,18.2,0.0085,,
0.5860,74,48.9,18.2,0.0075,,
0.5945,75,49.5,18.2,0.0075,,
0.6030,76,50.2,18.2,0.0075,,
0.6115,77,50.8,18.2,0.0075,,
0.6195,78,51.6,18.2,0.0075,,
0.6280,79,52.3,18.2,0.0085,,
0.6355,80,53.2,18.2,0.0075,,
0.6440,81,53.9,18.2,0.0075,,
0.6525,82,54.8,18.2,0.0075,,
0.6610,83,55.5,18.2,0.0075,,
0.6695,84,56.1,18.2,0.0075,,
0.6770,85,56.9,18.2,0.0075,,
0.6855,86,57.6,18.2,0.0085,,
0.6940,87,58.2,18.2,0.0075,,
0.7025,88,59.0,18.2,0.0075,,
0.7105,89,59.8,18.2,0.0075,,
0.7190,90,60.7,18.2,0.0075,,
0.7275,91,61.4,18.2,0.0085,,
0.7350,92,62.2,18.2,0.0075,,
0.7435,93,62.9,18.2,0.0075,,
0.7520,94,63.8,18.2,0.0075,,
0.7605,95,64.8,18.2,0.0075,,
0.7690,96,65.8,18.2,0.0075,,
0.7765,97,66.8,18.2,0.0075,,
0.7850,98,67.5,18.2,0.0075,,
0.7930,99,68.1,18.2,0.0075,,
0.8015,100,68.8,18.2,0.0075,,
0.8100,101,69.6,18.2,0.0075,,
0.8185,102,70.6,18.2,0.0075,,
0.8260,103,71.4,18.2,0.0075,,
0.8345,104,72.0,18.2,0.0075,,
0.8430,105,72.6,18.2,0.0075,,
0.8515,106,73.6,18.2,0.0075,,
0.8600,107,74.7,18.2,0.0075,,
0.8675,108,75.6,18.2,0.0075,,
0.8760,109,77.0,18.2,0.0085,,
0.8845,110,77.9,18.2,0.0075,,
0.8925,111,78.9,18.2,0.0075,,
0.9010,112,80.2,18.2,0.0075,,
0.9095,113,81.0,18.2,0.0075,,
0.9180,114,81.9,18.2,0.0085,,
0.9255,115,82.8,18.2,0.0075,,
0.9340,116,84.2,18.2,0.0075,,
0.9425,117,85.1,18.2,0.0075,,
0.9510,118,86.2,18.2,0.0075,,
0.9590,119,87.3,18.2,0.0075,,
0.9670,120,88.3,18.2,0.0080,,
0.9750,121,89.7,18.2,0.0080,,
0.9835,122,91.2,18.2,0.0075,,
0.9920,123,92.9,18.2,0.0075,,
1.0005,124,93.9,18.2,0.0075,,
1.0090,125,95.1,18.2,0.0075,,
1.0165,126,96.8,18.2,0.0075,,
1.0250,127,98.3,18.2,0.0075,,
1.0335,128,99.8,18.2,0.0075,,
1.0420,129,101.2,18.2,0.0075,,
1.0500,130,103.2,18.2,0.0075,,
1.0585,131,104.5,18.2,0.0075,,
1.0660,132,106.1,18.2,0.0075,,
1.0745,133,108.0,18.3,0.0075,,
1.0830,134,110.6,18.3,0.0075,,
1.0915,135,112.6,18.3,0.0075,,
1.1000,136,114.7,18.3,0.0075,,
1.1085,137,117.0,18.3,0.0075,,
1.1160,138,119.2,18.3,0.0075,,
1.1245,139,122.1,18.3,0.0075,,
1.1325,140,124.8,18.3,0.0075,,
1.1410,141,128.1,18.3,0.0075,,
1.1495,142,131.3,18.3,0.0075,,
1.1570,143,134.4,18.3,0.0075,,
1.1655,144,138.0,18.3,0.0085,,
1.1740,145,141.7,18.3,0.0075,,
1.1825,146,145.1,18.3,0.0075,,
1.1910,147,148.8,18.3,0.0075,,
1.1995,148,152.3,18.3,0.0075,,
1.2070,149,155.3,18.3,0.0075,,
1.2155,150,158.6,18.3,0.0085,,
1.2235,151,161.4,18.3,0.0075,,
1.2320,152,164.3,18.3,0.0075,,
1.2405,153,167.5,18.3,0.0075,,
1.2490,154,170.0,18.3,0.0075,,
1.2565,155,172.0,18.3,0.0075,,
1.2650,156,174.3,18.3,0.0075,,
1.2735,157,176.2,18.3,0.0075,,
1.2820,158,178.1,18.3,0.0075,,
1.2905,159,179.8,18.3,0.0075,,
1.2985,160,181.5,18.3,0.0075,,
1.3065,161,183.0,18.3,0.0080,,
1.3145,162,184.5,18.3,0.0080,,
1.3190,163,185.1,18.3,0.0065,,
1.3190,403,187.9,18.4,0.0000,,
1.3195,404,187.9,18.4,0.0005,,
1.3210,405,187.9,18.4,0.0020,,
1.3235,406,188.0,18.4,0.0030,,
1.3280,407,188.4,18.5,0.0055,,
1.3340,408,188.9,18.4,0.0075,,
1.3425,409,189.9,18.4,0.0120,,
1.3500,410,191.1,18.4,0.0105,,
1.3585,411,192.2,18.5,0.0120,,
1.3670,412,193.2,18.4,0.0105,,
1.3755,413,194.2,18.5,0.0105,,
1.3840,414,195.3,18.5,0.0105,,
1.3915,415,196.2,18.5,0.0105,,
1.4000,416,197.1,18.5,0.0120,,
1.4080,417,197.9,18.5,0.0115,,
1.4165,418,198.7,18.5,0.0105,,
1.4250,419,199.6,18.5,0.0105,,
1.4335,420,200.4,18.5,0.0105,,
1.4410,421,201.2,18.5,0.0105,,
1.4495,422,201.9,18.5,0.0120,,
1.4580,423,202.6,18.5,0.0120,,
1.4665,424,203.4,18.5,0.0105,,
1.4745,425,204.0,18.5,0.0100,,
1.4830,426,204.7,18.5,0.0105,,
1.4915,427,205.3,18.5,0.0120,,
1.4990,428,206.0,18.5,0.0105,,
1.5075,429,206.6,18.5,0.0120,,
1.5160,430,207.3,18.5,0.0105,,
1.5245,431,207.8,18.5,0.0105,,
1.5330,432,208.5,18.5,0.0105,,
1.5405,433,209.0,18.5,0.0105,,
1.5490,434,209.5,18.5,0.0120,,
1.5570,435,210.1,18.5,0.0115,,
1.5655,436,210.6,18.5,0.0105,,
1.5740,437,211.2,18.5,0.0105,,
1.5825,438,211.7,18.5,0.0105,,
1.5910,439,212.2,18.5,0.0120,,
1.5985,440,212.6,18.5,0.0105,,
1.6070,441,213.2,18.5,0.0120,,
1.6155,442,213.7,18.5,0.0105,,
1.6235,443,214.1,18.5,0.0100,,
1.6320,444,214.5,18.5,0.0105,,
1.6395,445,215.0,18.5,0.0105,,
1.6480,446,215.4,18.5,0.0120,,
1.6565,447,215.9,18.5,0.0120,,
1.6650,448,216.3,18.5,0.0105,,
1.6735,449,216.7,18.5,0.0105,,
1.6820,450,217.1,18.5,0.0105,,
1.6895,451,217.6,18.5,0.0105,,
1.6980,452,217.9,18.5,0.0120,,
1.7060,453,218.3,18.5,0.0115,,
1.7145,454,218.7,18.5,0.0105,,
1.7230,455,219.1,18.5,0.0105,,
1.7315,456,219.5,18.5,0.0105,,
1.7390,457,219.8,18.5,0.0105,,
1.7475,458,220.2,18.5,0.0120,,
1.7560,459,220.6,18.5,0.0120,,
1.7645,460,221.0,18.5,0.0105,,
1.7730,461,221.2,18.5,0.0105,,
1.7810,462,221.6,18.5,0.0100,,
1.7890,463,222.0,18.5,0.0115,,
1.7970,464,222.3,18.5,0.0115,,
1.8055,465,222.6,18.5,0.0105,,
1.8140,466,222.9,18.5,0.0105,,
1.8225,467,223.3,18.5,0.0105,,
1.8310,468,223.6,18.5,0.0120,,
1.8385,469,223.9,18.5,0.0105,,
1.8470,470,224.2,18.5,0.0120,,
1.8555,471,224.5,18.5,0.0105,,
1.8640,472,224.8,18.5,0.0105,,
1.8720,473,225.1,18.5,0.0100,,
1.8805,474,225.4,18.5,0.0120,,
1.8880,475,225.7,18.5,0.0105,,
1.8965,476,225.9,18.5,0.0120,,
1.9050,477,226.3,18.5,0.0105,,
1.9135,478,226.6,18.5,0.0105,,
1.9220,479,226.8,18.5,0.0105,,
1.9305,480,227.1,18.5,0.0120,,
1.9380,481,227.4,18.5,0.0105,,
1.9465,482,227.7,18.5,0.0120,,
1.9545,483,228.0,18.5,0.0100,,
1.9630,484,228.2,18.5,0.0105,,
1.9715,485,228.5,18.5,0.0105,,
1.9800,486,228.7,18.5,0.0120,,
1.9875,487,228.9,18.5,0.0105,,
1.9960,488,229.2,18.5,0.0120,,
2.0045,489,229.4,18.5,0.0105,,
2.0130,490,229.7,18.5,0.0105,,
2.0215,491,229.9,18.5,0.0105,,
2.0290,492,230.2,18.5,0.0105,,
2.0375,493,230.5,18.5,0.0120,,
2.0455,494,230.7,18.5,0.0115,,
2.0540,495,230.9,18.5,0.0105,,
2.0625,496,231.1,18.5,0.0105,,
2.0710,497,231.4,18.5,0.0105,,
2.0785,498,231.6,18.5,0.0105,,
2.0870,499,231.8,18.5,0.0120,,
2.0955,500,232.2,18.5,0.0120,,
2.1040,501,232.3,18.5,0.0105,,
2.1120,502,232.5,18.5,0.0100,,
2.1205,503,232.7,18.5,0.0120,,
2.1285,504,232.9,18.5,0.0115,,
2.1365,505,233.2,18.5,0.0115,,
2.1450,506,233.3,18.5,0.0105,,
2.1535,507,233.6,18.5,0.0105,,
2.1620,508,233.8,18.5,0.0105,,
2.1705,509,234.0,18.5,0.0105,,
2.1780,510,234.2,18.5,0.0105,,
2.1845,511,234.4,18.5,0.0095,,
2.1885,512,234.5,18.5,0.0055,,
2.1905,513,234.7,18.5,0.0025,,
2.1920,514,234.7,18.5,0.0020,,
2.1945,515,234.7,18.5,0.0030,,
2.1975,516,234.8,18.5,0.0045,,
2.2020,517,234.9,18.5,0.0065,,
2.2075,518,235.0,18.5,0.0055,,
Scope 1/1, Sample 3/8 (H1_T2-A)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-49.8,18.4,NaN,,
0.0010,1,-50.1,18.4,0.0010,,
0.0025,2,-50.2,18.4,0.0015,,
0.0050,3,-50.1,18.4,0.0025,,
0.0090,4,-50.0,18.4,0.0035,,
0.0150,5,-49.5,18.4,0.0055,,
0.0235,6,-48.5,18.4,0.0075,,
0.0320,7,-47.1,18.4,0.0075,,
0.0405,8,-45.3,18.4,0.0075,,
0.0490,9,-43.5,18.4,0.0075,,
0.0565,10,-41.4,18.4,0.0070,,
0.0650,11,-38.9,18.4,0.0075,,
0.0735,12,-36.4,18.4,0.0075,,
0.0820,13,-33.6,18.4,0.0075,,
0.0900,14,-30.4,18.4,0.0075,,
0.0985,15,-27.3,18.4,0.0075,,
0.1060,16,-24.0,18.4,0.0070,,
0.1145,17,-20.4,18.4,0.0075,,
0.1230,18,-16.8,18.4,0.0075,,
0.1315,19,-13.6,18.4,0.0075,,
0.1400,20,-10.8,18.4,0.0075,,
0.1485,21,-8.8,18.4,0.0075,,
0.1560,22,-6.7,18.4,0.0070,,
0.1645,23,-4.8,18.4,0.0075,,
0.1725,24,-2.9,18.4,0.0075,,
0.1810,25,-0.6,18.4,0.0075,,
0.1895,26,0.1,18.4,0.0075,,
0.1970,27,1.2,18.4,0.0070,,
0.2055,28,2.4,18.4,0.0075,,
0.2140,29,3.7,18.4,0.0075,,
0.2225,30,4.7,18.4,0.0075,,
0.2310,31,5.9,18.4,0.0075,,
0.2390,32,7.0,18.4,0.0075,,
0.2470,33,7.8,18.4,0.0075,,
0.2550,34,9.0,18.4,0.0075,,
0.2635,35,10.1,18.4,0.0075,,
0.2720,36,11.1,18.4,0.0075,,
0.2805,37,12.2,18.4,0.0075,,
0.2890,38,13.4,18.4,0.0075,,
0.2965,39,14.2,18.4,0.0070,,
0.3050,40,15.2,18.5,0.0075,,
0.3135,41,16.0,18.4,0.0075,,
0.3215,42,16.8,18.5,0.0075,,
0.3300,43,17.8,18.5,0.0075,,
0.3385,44,18.7,18.5,0.0075,,
0.3460,45,19.7,18.5,0.0070,,
0.3545,46,20.7,18.5,0.0075,,
0.3630,47,21.5,18.5,0.0075,,
0.3715,48,22.4,18.5,0.0075,,
0.3800,49,23.2,18.5,0.0075,,
0.3885,50,24.1,18.5,0.0075,,
0.3960,51,24.9,18.5,0.0070,,
0.4045,52,25.7,18.5,0.0075,,
0.4125,53,26.6,18.5,0.0075,,
